person,condition,trial,id,item_class,x,y,trial_p
1,1,1,1,2,0.25296442687747034,0,1
1,1,1,2,1,0.41007905138339923,0,1
1,1,1,3,2,0.6274703557312253,0.0029644268774703555,1
1,1,1,4,2,0.014822134387351778,0.22727272727272727,1
1,1,1,5,2,0.11363636363636363,0.2025691699604743,1
1,1,1,6,2,0.2845849802371542,0.21146245059288538,1
1,1,1,7,2,0.441699604743083,0.18873517786561264,1
1,1,1,8,2,0.682806324110672,0.2183794466403162,1
1,1,1,9,1,0.9288537549407114,0.2015810276679842,1
1,1,1,10,2,0.023715415019762844,0.4318181818181818,1
1,1,1,11,2,0.2658102766798419,0.4199604743083004,1
1,1,1,12,1,0.5237154150197628,0.39031620553359686,1
1,1,1,13,1,0.6195652173913043,0.44861660079051385,1
1,1,1,14,2,0.8152173913043478,0.43774703557312256,1
1,1,1,15,2,0.924901185770751,0.4031620553359684,1
1,1,1,16,2,0,0.6086956521739131,1
1,1,1,17,2,0.40217391304347827,0.6482213438735178,1
1,1,1,18,1,0.7905138339920948,0.6274703557312253,1
1,1,1,19,2,0.6640316205533597,0.8280632411067194,1
1,1,1,20,2,0.9189723320158103,0.8142292490118577,1
1,1,2,1,2,0.4061264822134387,0.010869565217391304,2
1,1,2,2,1,0.6640316205533597,0,2
1,1,2,3,2,0.7954545454545454,0.024703557312252964,2
1,1,2,4,2,0,0.26383399209486164,2
1,1,2,5,1,0.283596837944664,0.22727272727272727,2
1,1,2,6,1,0.7885375494071146,0.18873517786561264,2
1,1,2,7,2,0.924901185770751,0.233201581027668,2
1,1,2,8,2,0.14031620553359683,0.4614624505928854,2
1,1,2,9,1,0.22134387351778656,0.43873517786561267,2
1,1,2,10,2,0.3606719367588933,0.43379446640316205,2
1,1,2,11,2,0.49604743083003955,0.49407114624505927,2
1,1,2,12,2,0.7737154150197628,0.4268774703557312,2
1,1,2,13,2,0.908102766798419,0.39624505928853754,2
1,1,2,14,2,0.15019762845849802,0.6373517786561265,2
