trialNo,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,p7_x,p7_y,p8_x,p8_y,p9_x,p9_y,p10_x,p10_y,p11_x,p11_y,p12_x,p12_y,p13_x,p13_y,p14_x,p14_y,p15_x,p15_y,p16_x,p16_y,p17_x,p17_y,p18_x,p18_y,p19_x,p19_y,p20_x,p20_y,p21_x,p21_y,p22_x,p22_y,p23_x,p23_y,p24_x,p24_y,p25_x,p25_y,p26_x,p26_y,p27_x,p27_y,p28_x,p28_y,p29_x,p29_y,p30_x,p30_y,p31_x,p31_y,p32_x,p32_y,p33_x,p33_y,p34_x,p34_y,p35_x,p35_y,p36_x,p36_y,p37_x,p37_y,p38_x,p38_y,p39_x,p39_y,p40_x,p40_y,colour1,colour2,colour3,colour4,colour5,colour6,colour7,colour8,colour9,colour10,colour11,colour12,colour13,colour14,colour15,colour16,colour17,colour18,colour19,colour20,colour21,colour22,colour23,colour24,colour25,colour26,colour27,colour28,colour29,colour30,colour31,colour32,colour33,colour34,colour35,colour36,colour37,colour38,colour39,colour40,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_4.started,text_4.stopped,mouse_intro_2.x,mouse_intro_2.y,mouse_intro_2.leftButton,mouse_intro_2.midButton,mouse_intro_2.rightButton,mouse_intro_2.started,mouse_intro_2.stopped,text_7.started,text_7.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,text_3.started,text_3.stopped,polygon_41.started,polygon_41.stopped,polygon_42.started,polygon_42.stopped,polygon_43.started,polygon_43.stopped,polygon_44.started,polygon_44.stopped,polygon_45.started,polygon_45.stopped,polygon_46.started,polygon_46.stopped,polygon_47.started,polygon_47.stopped,polygon_48.started,polygon_48.stopped,polygon_49.started,polygon_49.stopped,polygon_50.started,polygon_50.stopped,polygon_51.started,polygon_51.stopped,polygon_52.started,polygon_52.stopped,polygon_53.started,polygon_53.stopped,polygon_54.started,polygon_54.stopped,polygon_55.started,polygon_55.stopped,polygon_56.started,polygon_56.stopped,polygon_57.started,polygon_57.stopped,polygon_58.started,polygon_58.stopped,polygon_59.started,polygon_59.stopped,polygon_60.started,polygon_60.stopped,polygon_61.started,polygon_61.stopped,polygon_62.started,polygon_62.stopped,polygon_63.started,polygon_63.stopped,polygon_64.started,polygon_64.stopped,polygon_65.started,polygon_65.stopped,polygon_66.started,polygon_66.stopped,polygon_67.started,polygon_67.stopped,polygon_68.started,polygon_68.stopped,polygon_69.started,polygon_69.stopped,polygon_70.started,polygon_70.stopped,polygon_71.started,polygon_71.stopped,polygon_72.started,polygon_72.stopped,polygon_73.started,polygon_73.stopped,polygon_74.started,polygon_74.stopped,polygon_75.started,polygon_75.stopped,polygon_76.started,polygon_76.stopped,polygon_77.started,polygon_77.stopped,polygon_78.started,polygon_78.stopped,polygon_79.started,polygon_79.stopped,polygon_80.started,polygon_80.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,mouse_2.started,mouse_2.stopped,points_text_2.started,points_text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_5.started,text_5.stopped,mouse_intro_3.x,mouse_intro_3.y,mouse_intro_3.leftButton,mouse_intro_3.midButton,mouse_intro_3.rightButton,mouse_intro_3.started,mouse_intro_3.stopped,polygon_trial_1.started,polygon_trial_1.stopped,polygon_trial_2.started,polygon_trial_2.stopped,polygon_trial_3.started,polygon_trial_3.stopped,polygon_trial_4.started,polygon_trial_4.stopped,polygon_trial_5.started,polygon_trial_5.stopped,polygon_trial_6.started,polygon_trial_6.stopped,polygon_trial_7.started,polygon_trial_7.stopped,polygon_trial_8.started,polygon_trial_8.stopped,polygon_trial_9.started,polygon_trial_9.stopped,polygon_trial_10.started,polygon_trial_10.stopped,polygon_trial_11.started,polygon_trial_11.stopped,polygon_trial_12.started,polygon_trial_12.stopped,polygon_trial_13.started,polygon_trial_13.stopped,polygon_trial_14.started,polygon_trial_14.stopped,polygon_trial_15.started,polygon_trial_15.stopped,polygon_trial_16.started,polygon_trial_16.stopped,polygon_trial_17.started,polygon_trial_17.stopped,polygon_trial_18.started,polygon_trial_18.stopped,polygon_trial_19.started,polygon_trial_19.stopped,polygon_trial_20.started,polygon_trial_20.stopped,polygon_trial_21.started,polygon_trial_21.stopped,polygon_trial_22.started,polygon_trial_22.stopped,polygon_trial_23.started,polygon_trial_23.stopped,polygon_trial_24.started,polygon_trial_24.stopped,polygon_trial_25.started,polygon_trial_25.stopped,polygon_trial_26.started,polygon_trial_26.stopped,polygon_trial_27.started,polygon_trial_27.stopped,polygon_trial_28.started,polygon_trial_28.stopped,polygon_trial_29.started,polygon_trial_29.stopped,polygon_trial_30.started,polygon_trial_30.stopped,polygon_trial_31.started,polygon_trial_31.stopped,polygon_trial_32.started,polygon_trial_32.stopped,polygon_trial_33.started,polygon_trial_33.stopped,polygon_trial_34.started,polygon_trial_34.stopped,polygon_trial_35.started,polygon_trial_35.stopped,polygon_trial_36.started,polygon_trial_36.stopped,polygon_trial_37.started,polygon_trial_37.stopped,polygon_trial_38.started,polygon_trial_38.stopped,polygon_trial_39.started,polygon_trial_39.stopped,polygon_trial_40.started,polygon_trial_40.stopped,p1_pos,p2_pos,p3_pos,p4_pos,p5_pos,p6_pos,p7_pos,p8_pos,p9_pos,p10_pos,p11_pos,p12_pos,p13_pos,p14_pos,p15_pos,p16_pos,p17_pos,p18_pos,p19_pos,p20_pos,p21_pos,p22_pos,p23_pos,p24_pos,p25_pos,p26_pos,p27_pos,p28_pos,p29_pos,p30_pos,p31_pos,p32_pos,p33_pos,p34_pos,p35_pos,p36_pos,p37_pos,p38_pos,p39_pos,p40_pos,mouse_temp.x,mouse_temp.y,mouse_temp.leftButton,mouse_temp.midButton,mouse_temp.rightButton,mouse_temp.time,mouse_temp.clicked_name,mouse_temp.started,mouse_temp.stopped,points_text_temp.started,points_text_temp.stopped,key_resp_temp.keys,key_resp_temp.rt,key_resp_temp.started,key_resp_temp.stopped,text_8.started,text_8.stopped,text_6.started,text_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.831989699974656,None,-0.05740740740740741,0.025,1,0,0,0.008828299236483872,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Nov_01_0957,foraging_expt_rr,2021.2.3,59.89490841625034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.824683499988168,None,-0.07314814814814814,0.005555555555555556,1,0,0,0.014200899982824922,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Nov_01_0957,foraging_expt_rr,2021.2.3,59.89490841625034,
1,-0.4,0.2,-0.1,0.2,0.3,0.2,-0.1,-0.2,0,0.2,-0.1,0.4,0.2,0.4,0.3,-0.2,-0.4,0,0.1,0.4,0.2,-0.2,-0.1,0,-0.1,-0.4,0,-0.2,-0.4,0.4,0.1,0.2,-0.3,-0.4,-0.2,0,0.2,0.2,0.2,0,0.1,0,0.2,-0.4,0.1,-0.4,0,0.4,0.3,-0.4,0,0,0,-0.4,-0.3,-0.2,-0.2,0.4,-0.2,-0.2,-0.3,0.2,-0.2,-0.4,-0.4,-0.4,0.3,0.4,-0.3,0,-0.4,-0.2,-0.3,0.4,0.1,-0.2,0.3,0,-0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,10.558034699992277,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,12.586874299915507,None,[],[],[],[],[],[],[],0.012148299952968955,None,12.586874299915507,None,space,0.5414042000193149,12.586874299915507,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Nov_01_0957,foraging_expt_rr,2021.2.3,59.89490841625034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.160037299967371,None,-0.07314814814814814,0.028703703703703703,1,0,0,0.004420500015839934,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Nov_01_0957,foraging_expt_rr,2021.2.3,59.89490841625034,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mediumvioletred,mediumpurple,mediumblue,mediumvioletred,mediumpurple,mediumvioletred,mediumvioletred,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumblue,mediumblue,mediumblue,mediumpurple,mediumblue,mediumvioletred,mediumvioletred,mediumvioletred,mediumblue,mediumpurple,mediumvioletred,mediumblue,mediumvioletred,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,mediumblue,mediumvioletred,mediumpurple,mediumblue,mediumblue,mediumvioletred,mediumvioletred,mediumpurple,mediumvioletred,,,,,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,14.947938999976031,None,[-0.39945054  0.34201548],[-0.29968245  0.40557446],[-0.19971364  0.34487681],[-0.09963034  0.40248099],[-0.00084993  0.35075192],[0.10070255 0.40533093],[0.19972383 0.44811131],[0.2990562  0.37024216],[-0.39927554  0.15278006],[-0.30008249  0.17012129],[-0.19986754  0.18169773],[-0.09981691  0.14940492],[-0.00059163  0.24690309],[0.09971948 0.25370452],[0.19941532 0.16552922],[0.29989118 0.15024041],[-0.39925749 -0.03451921],[-0.30040441 -0.05711091],[-0.19955721 -0.05432631],[-0.10078771 -0.02491876],[ 0.00042388 -0.01391162],[0.09908248 0.01233836],[ 0.2001599  -0.02988594],[0.2996329  0.04617853],[-0.39926966 -0.15313759],[-0.29925495 -0.18440882],[-0.19982071 -0.23153535],[-0.09939615 -0.24706902],[ 0.00099643 -0.21393251],[ 0.10095888 -0.14531316],[ 0.20044409 -0.25465275],[ 0.30009213 -0.19333855],[-0.40080018 -0.44273363],[-0.30073678 -0.39917123],[-0.20054144 -0.35716041],[-0.09926143 -0.41382378],[ 3.23686538e-04 -4.46620304e-01],[ 0.09905467 -0.4564044 ],[ 0.20061111 -0.44407178],[ 0.29999485 -0.43491643],"[-0.07314814814814814, -0.2972222222222222, -0.1935185185185185, -0.005555555555555556, -0.4009259259259259, -0.3111111111111111, 0.18611111111111112, 0.29074074074074074, 0.30462962962962964, 0.20462962962962963, 0.10833333333333334, 0.012037037037037037, 0.2972222222222222, -0.19166666666666668, -0.2953703703703704, -0.38425925925925924, -0.3, -0.31574074074074077, -0.20555555555555555, -0.11203703703703703, 0.2037037037037037]","[0.028703703703703703, 0.39351851851851855, 0.3398148148148148, 0.35555555555555557, 0.15555555555555556, 0.1675925925925926, 0.15833333333333333, 0.15833333333333333, 0.046296296296296294, -0.027777777777777776, -0.14814814814814814, -0.20462962962962963, -0.18981481481481483, -0.05185185185185185, -0.044444444444444446, -0.03333333333333333, -0.1712962962962963, -0.3990740740740741, -0.3527777777777778, -0.4027777777777778, -0.44537037037037036]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0022687999298796058, 1.0968125999206677, 1.5458522998960689, 2.1376962999347597, 2.654477800009772, 3.076940599945374, 3.703663499909453, 4.150941799976863, 4.600635099923238, 5.072959999903105, 5.459540299954824, 5.855280399904586, 6.369336599949747, 7.084102399996482, 7.467835099902004, 7.8531000999500975, 8.38624349993188, 8.940013699932024, 9.500654999981634, 9.973965099896304, 10.671572399907745]","['polygon_trial_2', 'polygon_trial_3', 'polygon_trial_5', 'polygon_trial_9', 'polygon_trial_10', 'polygon_trial_15', 'polygon_trial_16', 'polygon_trial_24', 'polygon_trial_23', 'polygon_trial_30', 'polygon_trial_29', 'polygon_trial_32', 'polygon_trial_19', 'polygon_trial_18', 'polygon_trial_17', 'polygon_trial_26', 'polygon_trial_34', 'polygon_trial_35', 'polygon_trial_36', 'polygon_trial_39']",0.009627199964597821,None,14.947938999976031,None,space,11.524078099988401,14.947938999976031,None,26.512420799932443,None,,,,001,2022_Nov_01_0957,foraging_expt_rr,2021.2.3,59.89490841625034,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mediumpurple,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,mediumblue,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,mediumpurple,mediumvioletred,mediumvioletred,mediumpurple,mediumvioletred,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumblue,mediumblue,mediumvioletred,mediumblue,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,mediumpurple,mediumpurple,mediumblue,,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,27.553001299966127,None,[-0.39996369  0.35793986],[-0.29922139  0.36517815],[-0.19958787  0.40283283],[-0.09940087  0.4475658 ],[-0.00060782  0.38140599],[0.09986872 0.36778024],[0.20078916 0.40762439],[0.30041676 0.39079324],[-0.40055812  0.16630274],[-0.29952672  0.15418148],[-0.19942269  0.17638423],[-0.10064193  0.15557719],[-0.00081297  0.1934242 ],[0.09959348 0.175303  ],[0.20014065 0.20980694],[0.30092449 0.22819995],[-0.39961316 -0.01040276],[-0.29929087 -0.04241222],[-0.20061932 -0.02240005],[-0.09962323  0.03814813],[ 0.00059102 -0.00036235],[0.10054624 0.02988277],[ 0.2000756  -0.04637035],[ 0.30060979 -0.00150129],[-0.40089498 -0.22912228],[-0.29911162 -0.18064482],[-0.19908597 -0.17172815],[-0.09936297 -0.2501251 ],[ 1.06802874e-04 -1.96490906e-01],[ 0.10007092 -0.16229006],[ 0.20046034 -0.22891268],[ 0.3004589  -0.21583764],[-0.39977667 -0.44201505],[-0.29935359 -0.41396566],[-0.19960416 -0.40367371],[-0.09980174 -0.45652717],[-0.00059469 -0.44995705],[ 0.10015872 -0.4524105 ],[ 0.20099129 -0.42664678],[ 0.30016463 -0.37644728],[],[],[],[],[],[],[],0.0012954998528584838,None,27.553001299966127,None,space,0.6390314000891522,27.553001299966127,None,28.207596399937756,None,,,,001,2022_Nov_01_0957,foraging_expt_rr,2021.2.3,59.89490841625034,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mediumpurple,mediumblue,mediumvioletred,mediumvioletred,mediumpurple,mediumvioletred,mediumpurple,mediumblue,mediumvioletred,mediumvioletred,mediumblue,mediumpurple,mediumvioletred,mediumpurple,mediumblue,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumpurple,mediumpurple,mediumblue,mediumvioletred,mediumblue,mediumpurple,mediumpurple,mediumvioletred,mediumvioletred,mediumblue,mediumvioletred,mediumpurple,mediumblue,mediumvioletred,mediumvioletred,mediumblue,mediumblue,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,29.235336899990216,None,[-0.39915991  0.39972472],[-0.29993616  0.40464724],[-0.19956556  0.40583332],[-0.10070747  0.41467459],[-3.29100245e-04  3.98265651e-01],[0.10074553 0.43609069],[0.20030548 0.38088725],[0.30039606 0.34289172],[-0.39992775  0.21388445],[-0.30043347  0.2216755 ],[-0.19931329  0.20717507],[-0.09968247  0.18589124],[-0.00090436  0.25241318],[0.09946061 0.2111484 ],[0.20093061 0.21659927],[0.30095079 0.1533984 ],[-0.39992621 -0.04838256],[-0.29998265  0.00532751],[-0.20029954 -0.01473454],[-0.10014046  0.03073065],[ 0.00036806 -0.04522612],[0.10006869 0.00962832],[ 0.20060681 -0.03360333],[ 0.30046066 -0.02761969],[-0.40076039 -0.15365859],[-0.29953319 -0.19525609],[-0.19977773 -0.23625864],[-0.09939382 -0.17148753],[ 0.00087387 -0.19897467],[ 0.10039843 -0.15030499],[ 0.20067704 -0.19361006],[ 0.30044239 -0.19317723],[-0.39970211 -0.44627657],[-0.299385   -0.45758865],[-0.20055064 -0.38057148],[-0.10005665 -0.44063305],[-0.00077015 -0.39466845],[ 0.1001996  -0.34484058],[ 0.20032705 -0.41597146],[ 0.30076687 -0.40704447],[],[],[],[],[],[],[],0.002255299943499267,None,29.235336899990216,None,space,0.24480300000868738,29.235336899990216,None,29.519640799961053,None,,,,001,2022_Nov_01_0957,foraging_expt_rr,2021.2.3,59.89490841625034,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mediumvioletred,mediumblue,mediumblue,mediumblue,mediumvioletred,mediumpurple,mediumblue,mediumblue,mediumblue,mediumblue,mediumvioletred,mediumblue,mediumvioletred,mediumvioletred,mediumpurple,mediumvioletred,mediumvioletred,mediumvioletred,mediumpurple,mediumvioletred,mediumpurple,mediumblue,mediumvioletred,mediumvioletred,mediumblue,mediumvioletred,mediumvioletred,mediumvioletred,mediumblue,mediumvioletred,mediumpurple,mediumvioletred,mediumblue,mediumvioletred,mediumvioletred,mediumblue,mediumblue,mediumvioletred,mediumvioletred,mediumblue,,,,,0,3,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,30.553323699976318,None,[-0.40022024  0.40644187],[-0.29970588  0.37687368],[-0.19908469  0.39924027],[-0.10075704  0.43014309],[-0.00099131  0.36377317],[0.09923107 0.35306881],[0.20043239 0.41543173],[0.30051888 0.45605534],[-0.39985012  0.17894631],[-0.30065501  0.17651182],[-0.19932269  0.20947265],[-0.10094373  0.15912696],[-1.77927871e-06  2.17919439e-01],[0.09941183 0.19309321],[0.20027086 0.16314362],[0.30094435 0.16133674],[-0.40042608  0.00410507],[-0.29920155  0.01629101],[-0.20097192  0.04689883],[-0.10069107  0.03258546],[0.00056948 0.05884302],[ 0.09996748 -0.01662604],[ 0.19990993 -0.02931065],[ 0.30069105 -0.05146317],[-0.39906129 -0.2085034 ],[-0.29964396 -0.16125154],[-0.19947009 -0.22680647],[-0.10029749 -0.24854171],[-0.00044945 -0.14658953],[ 0.10097633 -0.19170269],[ 0.20046623 -0.25181088],[ 0.29969461 -0.24114953],[-0.40033057 -0.34927026],[-0.30031524 -0.4279078 ],[-0.19948234 -0.38234291],[-0.10041734 -0.45456289],[ 4.26811881e-04 -4.36632106e-01],[ 0.09930499 -0.39385565],[ 0.19955389 -0.44690146],[ 0.30032473 -0.43006995],[],[],[],[],[],[],[],0.0020838999189436436,None,30.553323699976318,None,space,0.2705137000884861,30.553323699976318,None,30.839677099953406,None,,,,001,2022_Nov_01_0957,foraging_expt_rr,2021.2.3,59.89490841625034,
