trialNo,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,p7_x,p7_y,p8_x,p8_y,p9_x,p9_y,p10_x,p10_y,p11_x,p11_y,p12_x,p12_y,p13_x,p13_y,p14_x,p14_y,p15_x,p15_y,p16_x,p16_y,p17_x,p17_y,p18_x,p18_y,p19_x,p19_y,p20_x,p20_y,p21_x,p21_y,p22_x,p22_y,p23_x,p23_y,p24_x,p24_y,p25_x,p25_y,p26_x,p26_y,p27_x,p27_y,p28_x,p28_y,p29_x,p29_y,p30_x,p30_y,p31_x,p31_y,p32_x,p32_y,p33_x,p33_y,p34_x,p34_y,p35_x,p35_y,p36_x,p36_y,p37_x,p37_y,p38_x,p38_y,p39_x,p39_y,p40_x,p40_y,colour1,colour2,colour3,colour4,colour5,colour6,colour7,colour8,colour9,colour10,colour11,colour12,colour13,colour14,colour15,colour16,colour17,colour18,colour19,colour20,colour21,colour22,colour23,colour24,colour25,colour26,colour27,colour28,colour29,colour30,colour31,colour32,colour33,colour34,colour35,colour36,colour37,colour38,colour39,colour40,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_4.started,text_4.stopped,mouse_intro_2.x,mouse_intro_2.y,mouse_intro_2.leftButton,mouse_intro_2.midButton,mouse_intro_2.rightButton,mouse_intro_2.started,mouse_intro_2.stopped,text_7.started,text_7.stopped,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.started,mouse_3.stopped,text_3.started,text_3.stopped,polygon_41.started,polygon_41.stopped,polygon_42.started,polygon_42.stopped,polygon_43.started,polygon_43.stopped,polygon_44.started,polygon_44.stopped,polygon_45.started,polygon_45.stopped,polygon_46.started,polygon_46.stopped,polygon_47.started,polygon_47.stopped,polygon_48.started,polygon_48.stopped,polygon_49.started,polygon_49.stopped,polygon_50.started,polygon_50.stopped,polygon_51.started,polygon_51.stopped,polygon_52.started,polygon_52.stopped,polygon_53.started,polygon_53.stopped,polygon_54.started,polygon_54.stopped,polygon_55.started,polygon_55.stopped,polygon_56.started,polygon_56.stopped,polygon_57.started,polygon_57.stopped,polygon_58.started,polygon_58.stopped,polygon_59.started,polygon_59.stopped,polygon_60.started,polygon_60.stopped,polygon_61.started,polygon_61.stopped,polygon_62.started,polygon_62.stopped,polygon_63.started,polygon_63.stopped,polygon_64.started,polygon_64.stopped,polygon_65.started,polygon_65.stopped,polygon_66.started,polygon_66.stopped,polygon_67.started,polygon_67.stopped,polygon_68.started,polygon_68.stopped,polygon_69.started,polygon_69.stopped,polygon_70.started,polygon_70.stopped,polygon_71.started,polygon_71.stopped,polygon_72.started,polygon_72.stopped,polygon_73.started,polygon_73.stopped,polygon_74.started,polygon_74.stopped,polygon_75.started,polygon_75.stopped,polygon_76.started,polygon_76.stopped,polygon_77.started,polygon_77.stopped,polygon_78.started,polygon_78.stopped,polygon_79.started,polygon_79.stopped,polygon_80.started,polygon_80.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,mouse_2.started,mouse_2.stopped,points_text_2.started,points_text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_5.started,text_5.stopped,mouse_intro_3.x,mouse_intro_3.y,mouse_intro_3.leftButton,mouse_intro_3.midButton,mouse_intro_3.rightButton,mouse_intro_3.started,mouse_intro_3.stopped,polygon_trial_1.started,polygon_trial_1.stopped,polygon_trial_2.started,polygon_trial_2.stopped,polygon_trial_3.started,polygon_trial_3.stopped,polygon_trial_4.started,polygon_trial_4.stopped,polygon_trial_5.started,polygon_trial_5.stopped,polygon_trial_6.started,polygon_trial_6.stopped,polygon_trial_7.started,polygon_trial_7.stopped,polygon_trial_8.started,polygon_trial_8.stopped,polygon_trial_9.started,polygon_trial_9.stopped,polygon_trial_10.started,polygon_trial_10.stopped,polygon_trial_11.started,polygon_trial_11.stopped,polygon_trial_12.started,polygon_trial_12.stopped,polygon_trial_13.started,polygon_trial_13.stopped,polygon_trial_14.started,polygon_trial_14.stopped,polygon_trial_15.started,polygon_trial_15.stopped,polygon_trial_16.started,polygon_trial_16.stopped,polygon_trial_17.started,polygon_trial_17.stopped,polygon_trial_18.started,polygon_trial_18.stopped,polygon_trial_19.started,polygon_trial_19.stopped,polygon_trial_20.started,polygon_trial_20.stopped,polygon_trial_21.started,polygon_trial_21.stopped,polygon_trial_22.started,polygon_trial_22.stopped,polygon_trial_23.started,polygon_trial_23.stopped,polygon_trial_24.started,polygon_trial_24.stopped,polygon_trial_25.started,polygon_trial_25.stopped,polygon_trial_26.started,polygon_trial_26.stopped,polygon_trial_27.started,polygon_trial_27.stopped,polygon_trial_28.started,polygon_trial_28.stopped,polygon_trial_29.started,polygon_trial_29.stopped,polygon_trial_30.started,polygon_trial_30.stopped,polygon_trial_31.started,polygon_trial_31.stopped,polygon_trial_32.started,polygon_trial_32.stopped,polygon_trial_33.started,polygon_trial_33.stopped,polygon_trial_34.started,polygon_trial_34.stopped,polygon_trial_35.started,polygon_trial_35.stopped,polygon_trial_36.started,polygon_trial_36.stopped,polygon_trial_37.started,polygon_trial_37.stopped,polygon_trial_38.started,polygon_trial_38.stopped,polygon_trial_39.started,polygon_trial_39.stopped,polygon_trial_40.started,polygon_trial_40.stopped,p1_pos,p2_pos,p3_pos,p4_pos,p5_pos,p6_pos,p7_pos,p8_pos,p9_pos,p10_pos,p11_pos,p12_pos,p13_pos,p14_pos,p15_pos,p16_pos,p17_pos,p18_pos,p19_pos,p20_pos,p21_pos,p22_pos,p23_pos,p24_pos,p25_pos,p26_pos,p27_pos,p28_pos,p29_pos,p30_pos,p31_pos,p32_pos,p33_pos,p34_pos,p35_pos,p36_pos,p37_pos,p38_pos,p39_pos,p40_pos,mouse_temp.x,mouse_temp.y,mouse_temp.leftButton,mouse_temp.midButton,mouse_temp.rightButton,mouse_temp.time,mouse_temp.clicked_name,mouse_temp.started,mouse_temp.stopped,points_text_temp.started,points_text_temp.stopped,key_resp_temp.keys,key_resp_temp.rt,key_resp_temp.started,key_resp_temp.stopped,text_8.started,text_8.stopped,text_6.started,text_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.415187900071032,None,0.025,-0.049074074074074076,1,0,0,0.00587330071721226,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Nov_01_1402,foraging_expt_rr,2021.2.3,59.94240734309153,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.175636300002225,None,-0.014814814814814815,-0.05555555555555555,1,0,0,0.015056740143336356,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Nov_01_1402,foraging_expt_rr,2021.2.3,59.94240734309153,
1,-0.4,0.2,-0.1,0.2,0.3,0.2,-0.1,-0.2,0,0.2,-0.1,0.4,0.2,0.4,0.3,-0.2,-0.4,0,0.1,0.4,0.2,-0.2,-0.1,0,-0.1,-0.4,0,-0.2,-0.4,0.4,0.1,0.2,-0.3,-0.4,-0.2,0,0.2,0.2,0.2,0,0.1,0,0.2,-0.4,0.1,-0.4,0,0.4,0.3,-0.4,0,0,0,-0.4,-0.3,-0.2,-0.2,0.4,-0.2,-0.2,-0.3,0.2,-0.2,-0.4,-0.4,-0.4,0.3,0.4,-0.3,0,-0.4,-0.2,-0.3,0.4,0.1,-0.2,0.3,0,-0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,29.77508900000248,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,31.801627100096084,None,[],[],[],[],[],[],[],0.011630479944869876,None,31.801627100096084,None,space,0.36789580003824085,31.801627100096084,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Nov_01_1402,foraging_expt_rr,2021.2.3,59.94240734309153,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.192214800044894,None,0.032407407407407406,-0.05185185185185185,1,0,0,0.003925840021111071,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Nov_01_1402,foraging_expt_rr,2021.2.3,59.94240734309153,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mediumpurple,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,mediumblue,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,mediumpurple,mediumvioletred,mediumvioletred,mediumpurple,mediumvioletred,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumblue,mediumblue,mediumvioletred,mediumblue,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,mediumpurple,mediumpurple,mediumblue,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,32.966305600013584,None,[-0.40023925  0.40347324],[-0.30014351  0.4525634 ],[-0.20043009  0.45837197],[-0.09907147  0.36943539],[-0.00098456  0.37017622],[0.10023285 0.44513026],[0.19974904 0.4174082 ],[0.29989173 0.43744461],[-0.40078909  0.21004801],[-0.29966015  0.19817295],[-0.19910294  0.18275814],[-0.09912861  0.23584752],[-0.00060942  0.23792604],[0.09999084 0.19571824],[0.20096412 0.15194456],[0.2999065  0.16572745],[-0.39925996 -0.00069359],[-0.30018158  0.02004593],[-0.19910336 -0.04618361],[-0.09929147 -0.05997731],[-0.00084857 -0.00964028],[0.0999362  0.03648802],[ 0.20043194 -0.00587253],[ 0.29950455 -0.01544087],[-0.40042021 -0.24278697],[-0.29996152 -0.20321697],[-0.20027433 -0.14408167],[-0.0998637  -0.24644947],[ 0.00038051 -0.18544065],[ 0.09915501 -0.19111645],[ 0.20065626 -0.1503836 ],[ 0.29934711 -0.21691675],[-0.4001962 -0.4286998],[-0.30000442 -0.44390631],[-0.20092255 -0.35994611],[-0.10081978 -0.39893001],[-0.0005964  -0.45534592],[ 0.09914334 -0.36609343],[ 0.20047357 -0.45623382],[ 0.29930061 -0.4496541 ],"[0.032407407407407406, -0.4074074074074074, -0.175, -0.19814814814814816, -0.1, 0.10648148148148148, 0.30185185185185187, 0.11018518518518519, -0.20277777777777778, -0.40925925925925927, -0.38055555555555554, -0.3861111111111111, -0.29074074074074074, -0.18611111111111112, -0.10462962962962963, 0.09722222222222222, 0.29907407407407405, 0.3074074074074074, 0.19722222222222222, 0.1037037037037037, -0.10092592592592593, -0.21666666666666667, -0.3851851851851852]","[-0.05185185185185185, 0.41388888888888886, 0.4444444444444444, 0.44814814814814813, 0.37037037037037035, 0.43796296296296294, 0.4398148148148148, 0.19907407407407407, 0.1935185185185185, 0.21851851851851853, -0.032407407407407406, -0.001851851851851852, 0.020370370370370372, -0.1527777777777778, -0.23425925925925925, -0.18981481481481483, -0.22037037037037038, -0.4425925925925926, -0.45185185185185184, -0.362962962962963, -0.4027777777777778, -0.34814814814814815, -0.4148148148148148]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0022209000308066607, 2.3880738000152633, 2.866057700011879, 3.1351022999733686, 3.5160765000618994, 3.988881399971433, 4.464743099990301, 4.935315200011246, 5.4916771000716835, 6.183863900019787, 6.712078999960795, 6.977098900009878, 7.420804399996996, 7.904110200004652, 8.406920799985528, 8.81784430006519, 9.199096400057897, 9.778754099970683, 10.134372800006531, 10.517321899998933, 11.079683499992825, 11.427863599965349, 12.03034200007096]","['polygon_trial_1', 'polygon_trial_3', 'polygon_trial_4', 'polygon_trial_6', 'polygon_trial_8', 'polygon_trial_14', 'polygon_trial_11', 'polygon_trial_9', 'polygon_trial_17', 'polygon_trial_18', 'polygon_trial_27', 'polygon_trial_28', 'polygon_trial_30', 'polygon_trial_32', 'polygon_trial_40', 'polygon_trial_39', 'polygon_trial_38', 'polygon_trial_36', 'polygon_trial_35']",0.009326520026661456,None,32.966305600013584,None,space,12.747668000054546,32.966305600013584,None,45.73380859999452,None,,,,001,2022_Nov_01_1402,foraging_expt_rr,2021.2.3,59.94240734309153,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mediumvioletred,mediumblue,mediumpurple,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,mediumblue,mediumvioletred,mediumpurple,mediumblue,mediumvioletred,mediumblue,mediumvioletred,mediumpurple,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumblue,mediumblue,mediumblue,mediumblue,mediumvioletred,mediumvioletred,mediumblue,mediumvioletred,mediumvioletred,mediumpurple,mediumblue,mediumvioletred,mediumvioletred,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,46.76950080005918,None,[-0.39962741  0.4378457 ],[-0.30055733  0.37833131],[-0.19994001  0.36515441],[-0.09916362  0.43387463],[-2.14113646e-04  3.49846540e-01],[0.10033621 0.34741082],[0.19934053 0.41557339],[0.30001109 0.39194514],[-0.39995323  0.23995673],[-0.30098142  0.20738638],[-0.19976866  0.1415239 ],[-0.09913241  0.19982815],[0.00090612 0.16981056],[0.10090946 0.25359198],[0.20002838 0.1804993 ],[0.3005015  0.24300639],[-0.39956101 -0.01751173],[-0.30057921  0.04198097],[-0.20007707 -0.00232451],[-0.10056676 -0.00442642],[-5.46006413e-05 -7.30456010e-03],[0.09969297 0.01534902],[0.19904937 0.03474992],[ 0.30051648 -0.0082065 ],[-0.39914856 -0.20263849],[-0.30003036 -0.21858322],[-0.19936316 -0.24569985],[-0.09990614 -0.22601585],[-0.00070701 -0.18434333],[ 0.10040084 -0.23161084],[ 0.19993013 -0.2384709 ],[ 0.30090711 -0.21140371],[-0.40040824 -0.45301948],[-0.29906864 -0.41420501],[-0.19985517 -0.36479326],[-0.10094214 -0.40886715],[-0.00059315 -0.39411784],[ 0.09994938 -0.35875766],[ 0.19991524 -0.36695131],[ 0.29951483 -0.44417126],"[-0.29444444444444445, -0.20462962962962963, -0.013888888888888888, 0.1, 0.3055555555555556, 0.009259259259259259, 0.20925925925925926, -0.2111111111111111, -0.2953703703703704, -0.000925925925925926, 0.125, 0.10833333333333334, 0.19074074074074074, 0.2898148148148148, 0.2037037037037037, -0.2064814814814815, 0.09722222222222222, 0.19537037037037036, 0.09722222222222222, -0.10925925925925926, -0.20092592592592592]","[0.38333333333333336, 0.3638888888888889, 0.3425925925925926, 0.33796296296296297, 0.3824074074074074, 0.15648148148148147, 0.175, 0.13796296296296295, 0.21851851851851853, -0.016666666666666666, 0.009259259259259259, 0.012962962962962963, 0.027777777777777776, -0.006481481481481481, -0.24444444444444444, -0.24537037037037038, -0.23981481481481481, -0.36574074074074076, -0.3675925925925926, -0.40370370370370373, -0.36666666666666664]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.6943189000012353, 1.1084711999865249, 1.551974599948153, 1.9093495999695733, 2.524075699970126, 3.1198007999919355, 3.8147653999039903, 4.3121282999636605, 4.754083999898285, 5.239063999964856, 5.575320799951442, 5.791980299982242, 6.172409999999218, 6.584580999915488, 7.0801535999635234, 7.646786700002849, 8.150627499911934, 8.645932599902153, 8.973453599959612, 9.53479539998807, 10.080999900004826]","['polygon_trial_2', 'polygon_trial_3', 'polygon_trial_5', 'polygon_trial_6', 'polygon_trial_8', 'polygon_trial_13', 'polygon_trial_15', 'polygon_trial_11', 'polygon_trial_10', 'polygon_trial_21', 'polygon_trial_22', 'polygon_trial_23', 'polygon_trial_24', 'polygon_trial_31', 'polygon_trial_27', 'polygon_trial_30', 'polygon_trial_39', 'polygon_trial_38', 'polygon_trial_36', 'polygon_trial_35']",0.0018632399151101708,None,46.76950080005918,None,space,10.52800760010723,46.76950080005918,None,57.32752260006964,None,,,,001,2022_Nov_01_1402,foraging_expt_rr,2021.2.3,59.94240734309153,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mediumvioletred,mediumpurple,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumblue,mediumblue,mediumblue,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumblue,mediumblue,mediumvioletred,mediumblue,mediumblue,mediumvioletred,mediumblue,mediumvioletred,mediumblue,mediumvioletred,mediumvioletred,mediumblue,mediumvioletred,mediumblue,mediumvioletred,mediumvioletred,mediumblue,mediumblue,mediumpurple,mediumpurple,mediumpurple,mediumblue,mediumvioletred,mediumblue,mediumpurple,mediumvioletred,,,,,0,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,58.36998910002876,None,[-0.39900552  0.4337673 ],[-0.29950224  0.440766  ],[-0.19986278  0.35475195],[-0.09923337  0.35453012],[-1.62220871e-04  3.50503971e-01],[0.09939397 0.43869656],[0.20052318 0.41125325],[0.3005875  0.45363576],[-0.39906711  0.22344769],[-0.29941973  0.14711033],[-0.20003261  0.22824417],[-0.09969361  0.21066965],[1.53571067e-04 1.71383210e-01],[0.10006118 0.16153368],[0.20066179 0.15758023],[0.2991777  0.20888797],[-0.39976328 -0.04747748],[-0.30097801  0.03797954],[-0.20068114 -0.01454593],[-0.10087907 -0.02724124],[ 0.00083785 -0.01751895],[0.1001864 0.0527439],[ 0.19922863 -0.05779643],[0.30080467 0.01056051],[-0.39955474 -0.17459984],[-0.29952902 -0.22067393],[-0.19999755 -0.14631718],[-0.09988003 -0.15112423],[-0.00041729 -0.16743206],[ 0.1006524  -0.25427766],[ 0.19936226 -0.15444694],[ 0.3009957  -0.18878971],[-0.40032549 -0.41327209],[-0.29905116 -0.37588051],[-0.19980922 -0.35046584],[-0.10088309 -0.42520387],[-3.30618860e-04 -4.45696544e-01],[ 0.09906676 -0.36335579],[ 0.20073903 -0.41758342],[ 0.30046259 -0.36550272],"[-0.28888888888888886, -0.4, -0.2916666666666667, -0.3, -0.2101851851851852, -0.000925925925925926, -0.10462962962962963, -0.29814814814814816, 0.10925925925925926, -0.1111111111111111, 0.20185185185185187, 0.29444444444444445, 0.20462962962962963, 0.20462962962962963, 0.2953703703703704, 0.29259259259259257, 0.19814814814814816, -0.20185185185185187, -0.2972222222222222, -0.4]","[0.4305555555555556, 0.225, 0.13796296296296295, 0.044444444444444446, -0.012962962962962963, -0.006481481481481481, -0.16296296296296298, -0.21388888888888888, -0.36018518518518516, -0.412962962962963, -0.16203703703703703, -0.17962962962962964, -0.062037037037037036, 0.16111111111111112, 0.20925925925925926, 0.44907407407407407, -0.425, -0.3472222222222222, -0.3768518518518518, -0.4101851851851852]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1.113622899982147, 1.7033893000334501, 2.2058843000559136, 2.619250599993393, 3.0058701999951154, 3.3877700000302866, 3.779305500094779, 4.321655899984762, 4.886505600064993, 5.310918900067918, 5.9778796000173315, 6.479265900095925, 6.945523100090213, 7.504216900095344, 7.955114500015043, 8.484903800068423, 9.072458100039512, 9.858906600042246, 10.242243500077166, 10.783080900087953]","['polygon_trial_2', 'polygon_trial_9', 'polygon_trial_10', 'polygon_trial_18', 'polygon_trial_19', 'polygon_trial_21', 'polygon_trial_28', 'polygon_trial_26', 'polygon_trial_38', 'polygon_trial_36', 'polygon_trial_31', 'polygon_trial_32', 'polygon_trial_23', 'polygon_trial_15', 'polygon_trial_16', 'polygon_trial_8', 'polygon_trial_39', 'polygon_trial_35', 'polygon_trial_34', 'polygon_trial_33']",0.0021121399477124214,None,58.36998910002876,None,space,11.071669099968858,58.36998910002876,None,69.4712219000794,None,,,,001,2022_Nov_01_1402,foraging_expt_rr,2021.2.3,59.94240734309153,
