trialNo,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,p7_x,p7_y,p8_x,p8_y,p9_x,p9_y,p10_x,p10_y,p11_x,p11_y,p12_x,p12_y,p13_x,p13_y,p14_x,p14_y,p15_x,p15_y,p16_x,p16_y,p17_x,p17_y,p18_x,p18_y,p19_x,p19_y,p20_x,p20_y,p21_x,p21_y,p22_x,p22_y,p23_x,p23_y,p24_x,p24_y,p25_x,p25_y,p26_x,p26_y,p27_x,p27_y,p28_x,p28_y,p29_x,p29_y,p30_x,p30_y,p31_x,p31_y,p32_x,p32_y,p33_x,p33_y,p34_x,p34_y,p35_x,p35_y,p36_x,p36_y,p37_x,p37_y,p38_x,p38_y,p39_x,p39_y,p40_x,p40_y,colour1,colour2,colour3,colour4,colour5,colour6,colour7,colour8,colour9,colour10,colour11,colour12,colour13,colour14,colour15,colour16,colour17,colour18,colour19,colour20,colour21,colour22,colour23,colour24,colour25,colour26,colour27,colour28,colour29,colour30,colour31,colour32,colour33,colour34,colour35,colour36,colour37,colour38,colour39,colour40,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_4.started,mouse_intro_2.started,mouse_intro_2.x,mouse_intro_2.y,mouse_intro_2.leftButton,mouse_intro_2.midButton,mouse_intro_2.rightButton,text_7.started,mouse_3.started,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,text_3.started,text_3.stopped,polygon_41.started,polygon_42.started,polygon_43.started,polygon_44.started,polygon_45.started,polygon_46.started,polygon_47.started,polygon_48.started,polygon_49.started,polygon_50.started,polygon_51.started,polygon_52.started,polygon_53.started,polygon_54.started,polygon_55.started,polygon_56.started,polygon_57.started,polygon_58.started,polygon_59.started,polygon_60.started,polygon_61.started,polygon_62.started,polygon_63.started,polygon_64.started,polygon_65.started,polygon_66.started,polygon_67.started,polygon_68.started,polygon_69.started,polygon_70.started,polygon_71.started,polygon_72.started,polygon_73.started,polygon_74.started,polygon_75.started,polygon_76.started,polygon_77.started,polygon_78.started,polygon_79.started,polygon_80.started,mouse_2.started,points_text_2.started,key_resp_2.started,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,key_resp_2.keys,key_resp_2.rt,text_5.started,polygon_trial_1.started,polygon_trial_2.started,polygon_trial_3.started,polygon_trial_4.started,polygon_trial_5.started,polygon_trial_6.started,polygon_trial_7.started,polygon_trial_8.started,polygon_trial_9.started,polygon_trial_10.started,polygon_trial_11.started,polygon_trial_12.started,polygon_trial_13.started,polygon_trial_14.started,polygon_trial_15.started,polygon_trial_16.started,polygon_trial_17.started,polygon_trial_18.started,polygon_trial_19.started,polygon_trial_20.started,polygon_trial_21.started,polygon_trial_22.started,polygon_trial_23.started,polygon_trial_24.started,polygon_trial_25.started,polygon_trial_26.started,polygon_trial_27.started,polygon_trial_28.started,polygon_trial_29.started,polygon_trial_30.started,polygon_trial_31.started,polygon_trial_32.started,polygon_trial_33.started,polygon_trial_34.started,polygon_trial_35.started,polygon_trial_36.started,polygon_trial_37.started,polygon_trial_38.started,polygon_trial_39.started,polygon_trial_40.started,mouse_temp.started,points_text_temp.started,key_resp_temp.started,mouse_temp.clicked_name,mouse_temp.time,p1_pos,p2_pos,p3_pos,p4_pos,p5_pos,p6_pos,p7_pos,p8_pos,p9_pos,p10_pos,p11_pos,p12_pos,p13_pos,p14_pos,p15_pos,p16_pos,p17_pos,p18_pos,p19_pos,p20_pos,p21_pos,p22_pos,p23_pos,p24_pos,p25_pos,p26_pos,p27_pos,p28_pos,p29_pos,p30_pos,p31_pos,p32_pos,p33_pos,p34_pos,p35_pos,p36_pos,p37_pos,p38_pos,p39_pos,p40_pos,key_resp_temp.keys,key_resp_temp.rt,text_8.started,text_8.stopped,text_6.started,text_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.754205900011584,2.71000899374485e-05,-0.15092592592592594,-0.07685185185185185,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-11-03_12h16.22.938,foraging_expt_rr,2022.2.4,59.981633637550715,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.29674989997875,1.5199999324977398e-05,-0.1287037037037037,-0.12777777777777777,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-11-03_12h16.22.938,foraging_expt_rr,2022.2.4,59.981633637550715,
1,-0.4,0.2,-0.1,0.2,0.3,0.2,-0.1,-0.2,0,0.2,-0.1,0.4,0.2,0.4,0.3,-0.2,-0.4,0,0.1,0.4,0.2,-0.2,-0.1,0,-0.1,-0.4,0,-0.2,-0.4,0.4,0.1,0.2,-0.3,-0.4,-0.2,0,0.2,0.2,0.2,0,0.1,0,0.2,-0.4,0.1,-0.4,0,0.4,0.3,-0.4,0,0,0,-0.4,-0.3,-0.2,-0.2,0.4,-0.2,-0.2,-0.3,0.2,-0.2,-0.4,-0.4,-0.4,0.3,0.4,-0.3,0,-0.4,-0.2,-0.3,0.4,0.1,-0.2,0.3,0,-0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,8.696202300023288,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,10.707261899951845,0.012123299995437264,10.707261899951845,10.707261899951845,[],[],[],[],[],[],[],space,0.7377259000204504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-11-03_12h16.22.938,foraging_expt_rr,2022.2.4,59.981633637550715,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mediumpurple,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,mediumblue,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,mediumpurple,mediumvioletred,mediumvioletred,mediumpurple,mediumvioletred,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumblue,mediumblue,mediumvioletred,mediumblue,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,mediumpurple,mediumpurple,mediumblue,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.462986800004728,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,21.531600899994373,0.06626410002354532,21.531600899994373,21.531600899994373,"['polygon_trial_3', 'polygon_trial_4', 'polygon_trial_1', 'polygon_trial_6', 'polygon_trial_8', 'polygon_trial_14', 'polygon_trial_11', 'polygon_trial_9', 'polygon_trial_17', 'polygon_trial_18', 'polygon_trial_27', 'polygon_trial_28', 'polygon_trial_30', 'polygon_trial_32', 'polygon_trial_40', 'polygon_trial_39', 'polygon_trial_38', 'polygon_trial_36', 'polygon_trial_35', 'polygon_trial_33']","[8.570086100022309, 9.220161899924278, 9.938230499974452, 10.503636499983259, 11.004006500006653, 11.504271399928257, 12.10431600001175, 12.537297699949704, 12.93758089991752, 13.321838299976662, 13.83833349996712, 14.18837370001711, 14.705904599977657, 15.238585199927911, 15.705972699914128, 16.455675299977884, 16.772364099975675, 17.205763999954797, 17.572260199929588, 18.07259749993682]",[-0.39973174  0.34617822],[-0.30011953  0.40507514],[-0.20068954  0.3581422 ],[-0.10017494  0.4138058 ],[3.75755900e-04 3.96629834e-01],[0.10021154 0.40111232],[0.19925388 0.44882259],[0.29910198 0.40452628],[-0.39997135  0.25173988],[-0.30002992  0.24157801],[-0.20067513  0.15090515],[-0.09938766  0.18374906],[4.78449255e-05 2.49154000e-01],[0.10099517 0.16756947],[0.19959862 0.19334032],[0.30089551 0.18435636],[-0.39993685  0.02892575],[-0.30023019 -0.00810896],[-0.20028396 -0.01007625],[-0.09903758 -0.01521077],[-0.00054758  0.05311684],[ 0.10099266 -0.05387295],[ 0.19964811 -0.00873456],[ 0.30054261 -0.02113846],[-0.40023297 -0.1458871 ],[-0.30046691 -0.23144614],[-0.19992101 -0.16486755],[-0.09952326 -0.17107206],[ 6.02643788e-05 -2.43934856e-01],[ 0.10044974 -0.17792121],[ 0.19933498 -0.21395237],[ 0.30048701 -0.22733852],[-0.4001367  -0.40015555],[-0.30091724 -0.40049024],[-0.19916542 -0.43093341],[-0.10004074 -0.35882354],[ 0.0007537  -0.34222388],[ 0.10024135 -0.34090099],[ 0.20032248 -0.40032527],[ 0.30080451 -0.41231779],space,18.368969700066373,39.92137440002989,40.927474300027825,,,,001,2022-11-03_12h16.22.938,foraging_expt_rr,2022.2.4,59.981633637550715,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mediumvioletred,mediumblue,mediumpurple,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,mediumblue,mediumvioletred,mediumpurple,mediumblue,mediumvioletred,mediumblue,mediumvioletred,mediumpurple,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumblue,mediumblue,mediumblue,mediumblue,mediumvioletred,mediumvioletred,mediumblue,mediumvioletred,mediumvioletred,mediumpurple,mediumblue,mediumvioletred,mediumvioletred,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,40.927474300027825,0.003499099984765053,40.927474300027825,40.927474300027825,"['polygon_trial_3', 'polygon_trial_2', 'polygon_trial_5', 'polygon_trial_6', 'polygon_trial_8', 'polygon_trial_15', 'polygon_trial_13', 'polygon_trial_11', 'polygon_trial_10', 'polygon_trial_22', 'polygon_trial_23', 'polygon_trial_24', 'polygon_trial_21', 'polygon_trial_27', 'polygon_trial_30', 'polygon_trial_31', 'polygon_trial_39', 'polygon_trial_38', 'polygon_trial_36', 'polygon_trial_35']","[0.6237826999276876, 0.9741699999431148, 1.6910685999318957, 2.208207599935122, 2.6408826999831945, 3.1257230999181047, 3.607960799941793, 4.241359799983911, 4.841334600001574, 5.908495399984531, 6.308957199915312, 6.676624599960633, 7.225464999908581, 7.675821200013161, 8.159154699998908, 8.509559199912474, 9.093248699908145, 9.459372599958442, 10.076483299955726, 10.476743699982762]",[-0.39946036  0.44578802],[-0.30097989  0.40926508],[-0.19977782  0.42080861],[-0.0996545   0.36427933],[1.19953226e-05 4.25741129e-01],[0.09934993 0.40392148],[0.19926221 0.36779813],[0.29925556 0.40467703],[-0.39959238  0.23731898],[-0.30048101  0.14710144],[-0.19941032  0.20006272],[-0.10028143  0.2413855 ],[0.00097728 0.19792551],[0.09937874 0.21561082],[0.20066597 0.24218206],[0.29984506 0.21709928],[-0.39971818  0.00474528],[-0.3007654  -0.03651165],[-0.19980925 -0.03491638],[-0.09912434  0.00794484],[-0.00052979 -0.03946547],[0.09931728 0.05216691],[ 0.19902398 -0.05018892],[0.29910822 0.02270525],[-0.39953885 -0.18987794],[-0.30072709 -0.1544472 ],[-0.19921724 -0.17200311],[-0.09940384 -0.20138089],[ 0.00037842 -0.19839004],[ 0.09976475 -0.20071366],[ 0.20003402 -0.22685336],[ 0.30023137 -0.23102989],[-0.40079731 -0.38802229],[-0.29994483 -0.38651081],[-0.1992844  -0.35661793],[-0.10027536 -0.45592679],[-6.05031683e-05 -4.59795110e-01],[ 0.10024948 -0.36340574],[ 0.19990081 -0.42868982],[ 0.30058889 -0.43845553],space,11.845039700041525,52.787996700033545,53.79505529999733,,,,001,2022-11-03_12h16.22.938,foraging_expt_rr,2022.2.4,59.981633637550715,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mediumvioletred,mediumpurple,mediumblue,mediumvioletred,mediumpurple,mediumvioletred,mediumvioletred,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumblue,mediumblue,mediumblue,mediumpurple,mediumblue,mediumvioletred,mediumvioletred,mediumvioletred,mediumblue,mediumpurple,mediumvioletred,mediumblue,mediumvioletred,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,mediumblue,mediumvioletred,mediumpurple,mediumblue,mediumblue,mediumvioletred,mediumvioletred,mediumpurple,mediumvioletred,,,,,0,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,53.79505529999733,0.004495500004850328,53.79505529999733,53.79505529999733,"['polygon_trial_2', 'polygon_trial_3', 'polygon_trial_5', 'polygon_trial_15', 'polygon_trial_16', 'polygon_trial_23', 'polygon_trial_24', 'polygon_trial_30', 'polygon_trial_29', 'polygon_trial_32', 'polygon_trial_19', 'polygon_trial_18', 'polygon_trial_17', 'polygon_trial_10', 'polygon_trial_9', 'polygon_trial_26', 'polygon_trial_35', 'polygon_trial_34', 'polygon_trial_36', 'polygon_trial_39']","[0.6402139000128955, 1.0411618000362068, 1.4737113000592217, 1.9746184000978246, 2.4412417000858113, 3.009372800006531, 3.3425317000364885, 3.8434745999984443, 4.258680400089361, 4.826160400058143, 5.4754321000073105, 5.809271900099702, 6.124681500019506, 6.574086100095883, 6.990815500030294, 7.408568300073966, 8.008889600052498, 8.42564420006238, 8.90927470009774, 9.525842700037174]",[-0.39951776  0.39833278],[-0.29967526  0.42955885],[-0.1997326   0.45862817],[-0.10086442  0.35086498],[0.00074039 0.44343764],[0.09997557 0.44997506],[0.19973886 0.44373638],[0.2998246  0.34835822],[-0.40025678  0.23725412],[-0.29946763  0.20090545],[-0.19973109  0.2562581 ],[-0.10017008  0.2301036 ],[-0.00022103  0.21423234],[0.10014982 0.23571311],[0.19990778 0.24745314],[0.30019461 0.1582046 ],[-0.39985586  0.02017398],[-0.30064708  0.03036019],[-0.20030882 -0.00769311],[-0.09906442 -0.05662604],[0.00035835 0.03681572],[ 0.10022409 -0.03006494],[0.2002974  0.02379802],[ 0.29949893 -0.039515  ],[-0.39974261 -0.21472805],[-0.30063294 -0.16424395],[-0.20068561 -0.20991693],[-0.09999562 -0.20772949],[-1.15801574e-04 -2.02505856e-01],[ 0.09927981 -0.14504644],[ 0.20016218 -0.19700021],[ 0.30096927 -0.20480521],[-0.40031541 -0.39865325],[-0.30053432 -0.43758372],[-0.19942499 -0.40022181],[-0.10040311 -0.41941443],[ 2.93458374e-05 -4.34015099e-01],[ 0.09933517 -0.37723104],[ 0.19989514 -0.43697571],[ 0.30020692 -0.38131316],space,9.970409100060351,63.78791630000342,64.79597520001698,,,,001,2022-11-03_12h16.22.938,foraging_expt_rr,2022.2.4,59.981633637550715,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mediumvioletred,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,mediumvioletred,mediumblue,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,mediumvioletred,mediumvioletred,mediumpurple,mediumvioletred,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,mediumpurple,mediumblue,mediumblue,mediumvioletred,mediumpurple,mediumpurple,mediumblue,mediumpurple,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumblue,mediumpurple,mediumpurple,,,,,0,3,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,64.79597520001698,0.004141599987633526,64.79597520001698,64.79597520001698,"['polygon_trial_4', 'polygon_trial_3', 'polygon_trial_7', 'polygon_trial_14', 'polygon_trial_22', 'polygon_trial_24', 'polygon_trial_31', 'polygon_trial_30', 'polygon_trial_29', 'polygon_trial_21', 'polygon_trial_28', 'polygon_trial_38', 'polygon_trial_39', 'polygon_trial_40', 'polygon_trial_26', 'polygon_trial_25', 'polygon_trial_17', 'polygon_trial_18', 'polygon_trial_10', 'polygon_trial_9']","[0.5911322999745607, 1.07486049993895, 1.7408988999668509, 2.241399300051853, 3.0919727999716997, 3.725217600003816, 4.325980799971148, 4.841918700025417, 5.475607499945909, 6.008382700034417, 6.4921804999466985, 7.009831000003032, 7.426175600034185, 7.810162700014189, 8.508455400005914, 8.992022600024939, 9.541537399985828, 10.05814099998679, 10.558114800020121, 11.00933749997057]",[-0.40080332  0.45524029],[-0.2992274   0.39851929],[-0.19900814  0.3929887 ],[-0.10069645  0.34987577],[-0.00046974  0.41869818],[0.10043123 0.42615126],[0.19992827 0.40366771],[0.30001873 0.34419059],[-0.39972063  0.14945701],[-0.300589    0.14481127],[-0.19993398  0.22137983],[-0.09941942  0.25929688],[0.00062615 0.21691778],[0.09945108 0.240297  ],[0.19945419 0.15256475],[0.3007057  0.19523608],[-0.40009451 -0.01175497],[-0.30059414  0.03159994],[-0.20070605 -0.05161093],[-0.09905068  0.02698695],[-0.00052986 -0.04827901],[0.1000329  0.01861834],[0.19959135 0.04988537],[ 0.30085034 -0.01652682],[-0.39925199 -0.24017838],[-0.30063878 -0.1674339 ],[-0.19990521 -0.25848594],[-0.10099818 -0.19563793],[-0.00051471 -0.23481705],[ 0.09969931 -0.18328881],[ 0.19924865 -0.14272021],[ 0.29906675 -0.16569787],[-0.40046587 -0.42574362],[-0.30057071 -0.35403575],[-0.2003853  -0.36159959],[-0.09916127 -0.36252967],[-0.00049392 -0.43189359],[ 0.10002319 -0.41962919],[ 0.19937876 -0.43568517],[ 0.30082054 -0.40083879],space,11.376971099991351,76.18801669997629,77.19551590003539,,,,001,2022-11-03_12h16.22.938,foraging_expt_rr,2022.2.4,59.981633637550715,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mediumpurple,mediumpurple,mediumvioletred,mediumvioletred,mediumpurple,mediumpurple,mediumvioletred,mediumvioletred,mediumvioletred,mediumvioletred,mediumblue,mediumblue,mediumblue,mediumvioletred,mediumvioletred,mediumblue,mediumvioletred,mediumblue,mediumvioletred,mediumpurple,mediumblue,mediumpurple,mediumpurple,mediumblue,mediumvioletred,mediumvioletred,mediumblue,mediumvioletred,mediumblue,mediumvioletred,mediumvioletred,mediumblue,mediumvioletred,mediumvioletred,mediumpurple,mediumvioletred,mediumpurple,mediumvioletred,mediumpurple,mediumvioletred,,,,,0,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,77.19551590003539,0.0029959999956190586,77.19551590003539,77.19551590003539,"['polygon_trial_13', 'polygon_trial_5', 'polygon_trial_6', 'polygon_trial_16', 'polygon_trial_24', 'polygon_trial_23', 'polygon_trial_22', 'polygon_trial_21', 'polygon_trial_20', 'polygon_trial_18', 'polygon_trial_11', 'polygon_trial_12', 'polygon_trial_2', 'polygon_trial_1', 'polygon_trial_29', 'polygon_trial_27', 'polygon_trial_32', 'polygon_trial_39', 'polygon_trial_37', 'polygon_trial_35']","[0.6080206000478938, 0.9737835000269115, 1.340656700078398, 1.8588316000532359, 2.3262654000427574, 2.7084351000376046, 3.0588053000392392, 3.408703100052662, 3.891815899987705, 4.441335400100797, 4.974062800058164, 5.425455000018701, 5.9404051000019535, 6.490289799985476, 7.125082200043835, 7.591839200002141, 8.19223939999938, 8.759064999991097, 9.375645800027996, 9.925596100045368]",[-0.4005971   0.43374069],[-0.29977652  0.45092242],[-0.19925979  0.36410466],[-0.09966648  0.434163  ],[1.34289811e-04 4.22079677e-01],[0.0993035  0.40631884],[0.20019316 0.36860659],[0.30069437 0.43105122],[-0.40062346  0.21977829],[-0.30076269  0.16024323],[-0.20052482  0.19141385],[-0.10070118  0.18290034],[0.00093418 0.25790092],[0.09920558 0.25317649],[0.20076741 0.18189363],[0.3007984  0.19584276],[-0.40037925 -0.03724539],[-0.300768    0.01111812],[-0.20020423  0.04265682],[-0.10064303 -0.05411625],[0.00061256 0.00192138],[0.10072382 0.05259492],[ 0.19922967 -0.04707376],[0.30068412 0.03366565],[-0.40039543 -0.22870843],[-0.29959614 -0.14648795],[-0.2007334  -0.23891894],[-0.10095191 -0.18743642],[ 0.00030179 -0.22043055],[ 0.0994187 -0.1665241],[ 0.20062191 -0.15433355],[ 0.29981354 -0.20961916],[-0.40009977 -0.36523619],[-0.29950012 -0.4039665 ],[-0.20009953 -0.45959805],[-0.10085982 -0.45278307],[-3.20615238e-04 -3.88884473e-01],[ 0.100271   -0.37895864],[ 0.200053   -0.34709787],[ 0.29947919 -0.45710723],space,10.304768900037743,87.5213112999918,88.52851530001499,,,,001,2022-11-03_12h16.22.938,foraging_expt_rr,2022.2.4,59.981633637550715,
