difficulty,common,person,trial,id,x,y,class
hard,B,1,2,7,0.11641178,-0.22873458,B
hard,B,1,2,8,0.2862272,-0.04557478,B
hard,B,1,2,9,-0.11487145,-0.20102571,B
hard,B,1,2,10,-0.19436189,0.04303838,B
hard,B,1,2,11,0.30459805,0.43934824,B
hard,B,1,2,12,-0.00618107,-0.04136654,B
hard,B,1,2,13,0.00670286,0.21688023,B
hard,B,1,2,14,-0.18952394,-0.22104764,B
hard,B,1,2,15,-0.1003211,-0.40585389,B
hard,B,1,2,16,0.11604227,0.37479522,B
hard,B,1,2,17,0.19276571,0.18809529,B
hard,B,1,2,18,-0.40035293,0.16471694,B
hard,B,1,2,19,-0.10182645,0.42305871,B
hard,B,1,2,20,-0.40959022,-0.43593007,B
hard,B,1,3,1,0.10471553,0.43696995,A
hard,B,1,3,2,-0.30522121,-0.15384708,A
hard,B,1,3,3,-0.00874893,0.22653632,A
hard,B,1,3,4,-0.41801511,0.22334866,A
hard,B,1,3,5,0.3123543,-0.39923327,A
hard,B,1,3,6,-0.19478158,0.40149144,B
hard,B,1,3,7,0.11513455,-0.22036923,B
hard,B,1,3,8,-0.41260159,0.35325341,B
hard,B,1,3,9,-0.4058889,-0.03053667,B
hard,B,1,3,10,-0.01537427,-0.36521898,B
hard,B,1,3,11,0.0115185,0.36942112,B
hard,B,1,3,12,0.29214667,-0.24343344,B
hard,B,1,3,13,0.18883418,-0.24155043,B
hard,B,1,3,14,-0.2193478,-0.21401381,B
hard,B,1,3,15,-0.08610193,-0.4283517,B
hard,B,1,3,16,0.28835755,0.41248821,B
hard,B,1,3,17,-0.29189035,0.22468723,B
hard,B,1,3,18,-0.2118629,-0.44082371,B
hard,B,1,3,19,0.00225432,-0.15913415,B
hard,B,1,3,20,-0.40560604,-0.41049805,B
hard,B,1,4,1,-0.30633767,-0.22311365,A
hard,B,1,4,2,-0.08195701,0.41846703,A
hard,B,1,4,3,-0.18871708,0.42820595,A
hard,B,1,4,4,0.11962697,0.4133528,A
hard,B,1,4,5,0.0813523,-0.38033086,A
hard,B,1,4,6,0.11703659,-0.16642927,B
hard,B,1,4,7,-0.4079617,0.16909126,B
hard,B,1,4,8,0.10348925,-0.03408954,B
hard,B,1,4,9,-0.39304937,0.41331951,B
hard,B,1,4,10,0.01772265,0.1717341,B
hard,B,1,4,11,0.30019973,0.44386023,B
hard,B,1,4,12,0.20163981,-0.17710515,B
hard,B,1,4,13,-0.08536342,0.22145761,B
hard,B,1,4,14,-0.30584996,0.35448369,B
hard,B,1,4,15,0.00731824,0.36037909,B
hard,B,1,4,16,-0.11180494,-0.44290371,B
hard,B,1,4,17,0.21761428,-0.03453887,B
hard,B,1,4,18,-0.21288291,-0.37906124,B
hard,B,1,4,19,0.29403813,-0.22609787,B
hard,B,1,4,20,-0.211236,-0.18097701,B
hard,B,1,5,1,0.08693796,0.21953675,A
hard,B,1,5,2,0.19748786,0.01188564,A
hard,B,1,5,3,0.31697462,0.3530088,A
hard,B,1,5,4,0.19017045,0.43365855,A
hard,B,1,5,5,-0.38252146,0.41910482,A
hard,B,1,5,6,0.31953676,-0.24765452,B
hard,B,1,5,7,0.18575737,-0.16920881,B
hard,B,1,5,8,0.0108554,-0.15651046,B
hard,B,1,5,9,-0.3836147,-0.35013136,B
hard,B,1,5,10,0.28983116,-0.35514799,B
hard,B,1,5,11,-0.18949241,-0.2231056,B
hard,B,1,5,12,-0.29583706,0.22130382,B
hard,B,1,5,13,-0.00808909,0.22624363,B
hard,B,1,5,14,0.11818139,-0.37057468,B
hard,B,1,5,15,-0.01008992,-0.41688355,B
hard,B,1,5,16,-0.1116021,-0.01789097,B
hard,B,1,5,17,-0.18774492,0.00337248,B
hard,B,1,5,18,0.20522059,0.18220227,B
hard,B,1,5,19,-0.30347048,-0.24978516,B
hard,B,1,5,20,0.29514537,0.04286884,B
easy,A,2,1,1,0.31257851,0.38704558,A
easy,A,2,1,2,-0.41523425,-0.36955852,A
easy,A,2,1,3,0.19139274,0.02806827,A
easy,A,2,1,4,0.18565955,0.41122974,A
easy,A,2,1,5,-0.31315737,-0.18427247,A
easy,A,2,1,6,-0.11238618,-0.18195454,A
easy,A,2,1,7,-0.41970902,0.20013226,A
easy,A,2,1,8,0.28264906,0.21586192,A
easy,A,2,1,9,-9.1479e-4,0.44765201,A
easy,A,2,1,10,0.29397006999999997,-0.42414723,A
easy,A,2,1,11,-0.38969418,0.41380308,A
easy,A,2,1,12,0.10458753,0.18165274,A
easy,A,2,1,13,-0.40558876,0.03921031,A
easy,A,2,1,14,-0.28250348,-0.38378792,A
easy,A,2,1,15,0.10162666,0.40357873,A
easy,A,2,1,16,-0.30161795,-0.03509545,B
easy,A,2,1,17,-0.08651644,0.00259089,B
easy,A,2,1,18,0.28923551,-0.22553143,B
easy,A,2,1,19,-0.19510176,0.43296884,B
easy,A,2,1,20,-0.01541876,0.0200543,B
easy,A,2,2,1,-0.19524066,0.44976413,A
easy,A,2,2,2,-0.0089703,0.40567346,A
easy,A,2,2,3,0.20186564,-0.24413667,A
easy,A,2,2,4,0.31464426,-0.44949046,A
easy,A,2,2,5,-0.30085509,0.37764731,A
easy,A,2,2,6,-0.31854551,-0.44497031,A
easy,A,2,2,7,0.08160202,-0.17598599,A
easy,A,2,2,8,0.28797269,0.04188536,A
easy,A,2,2,9,-0.11495309,-0.18178387,A
easy,A,2,2,10,-0.19369965,-0.01993341,A
easy,A,2,2,11,0.28598007,0.38623786,A
easy,A,2,2,12,-0.00292019,-0.02382502,A
easy,A,2,2,13,0.01503312,0.23766412,A
easy,A,2,2,14,-0.1821126,-0.22069731,A
easy,A,2,2,15,-0.11713931,-0.42042557,A
easy,A,2,2,16,0.09325373,0.37981006,B
easy,A,2,2,17,0.20350777,0.17127419,B
easy,A,2,2,18,-0.39766296,0.16374968,B
easy,A,2,2,19,-0.10752483,0.35345621,B
easy,A,2,2,20,-0.38999259,-0.42552647,B
easy,A,2,3,1,0.11241231,0.44264223,A
easy,A,2,3,2,-0.29832963,-0.17231691,A
easy,A,2,3,3,-0.00862754,0.24984044,A
easy,A,2,3,4,-0.41526491,0.21194315,A
easy,A,2,3,5,0.30794466,-0.44055494,A
easy,A,2,3,6,-0.19178562,0.43321403000000003,A
easy,A,2,3,7,0.10494241,-0.22976797,A
easy,A,2,3,8,-0.41613546,0.41225581,A
easy,A,2,3,9,-0.40903479,-0.02459781,A
easy,A,2,3,10,-0.01152578,-0.44318504,A
easy,A,2,3,11,0.00963073,0.3948773,A
easy,A,2,3,12,0.3024504,-0.19486475,A
easy,A,2,3,13,0.19543213,-0.19720123,A
easy,A,2,3,14,-0.21890676,-0.21683126,A
easy,A,2,3,15,-0.08629104,-0.3621565,A
easy,A,2,3,16,0.31965022,0.40017603,B
easy,A,2,3,17,-0.3198491,0.22845638,B
easy,A,2,3,18,-0.19182612,-0.44940912,B
easy,A,2,3,19,-0.00874976,-0.22400226,B
easy,A,2,3,20,-0.38579514,-0.42765186,B
easy,A,2,4,1,-0.09293841,-0.36399671,A
easy,A,2,4,2,-0.21551581,-0.39518319,A
easy,A,2,4,3,0.11528703,-0.38457182,A
easy,A,2,4,4,-0.19754498,-0.03625052,A
easy,A,2,4,5,0.30597682,-0.43634603,A
easy,A,2,4,6,0.11335719,0.42779165,A
easy,A,2,4,7,-0.20883671,0.44421337,A
easy,A,2,4,8,-0.0891452,-0.24454388,A
easy,A,2,4,9,-0.30224578,0.18579559,A
easy,A,2,4,10,0.11151709,0.16089248,A
easy,A,2,4,11,-0.10671493,0.03929886,A
easy,A,2,4,12,-0.40949041,-0.17669064,A
easy,A,2,4,13,0.20887166,0.3732193,A
easy,A,2,4,14,0.01224779,0.38755288,A
easy,A,2,4,15,-0.01822251,-0.38574788,A
easy,A,2,4,16,0.08282423,-0.18237021,B
easy,A,2,4,17,0.20524373,0.15625336,B
easy,A,2,4,18,0.10051839,-0.04385632,B
easy,A,2,4,19,0.30809781,0.16835589,B
easy,A,2,4,20,-0.29838896,-0.2284116,B
easy,A,2,5,1,0.11556071,-0.21532784,A
easy,A,2,5,2,0.2126837,-0.21267058,A
easy,A,2,5,3,0.01406047,0.43694104,A
easy,A,2,5,4,-0.19909672,0.22723895,A
easy,A,2,5,5,-0.3184155,-0.21221756,A
easy,A,2,5,6,-0.30811229,-0.00713995,A
easy,A,2,5,7,0.29112617,-0.36454709,A
easy,A,2,5,8,0.31735162,0.23770516,A
easy,A,2,5,9,-0.08422621,-0.21701909,A
easy,A,2,5,10,0.00543258,-0.35947235,A
easy,A,2,5,11,-0.0898322,-0.4181572,A
easy,A,2,5,12,0.29631483,-0.0160896,A
easy,A,2,5,13,0.08039715,0.39701293,A
easy,A,2,5,14,0.11809867,0.23852337,A
easy,A,2,5,15,-0.19765499,0.36312846,A
easy,A,2,5,16,-0.08684535,0.38981637,B
easy,A,2,5,17,-0.21189587,-0.39751576,B
easy,A,2,5,18,-0.28503868,-0.44887427,B
easy,A,2,5,19,-0.40185231,-0.37062595,B
easy,A,2,5,20,0.10938053,-0.04310263,B
easy,AB,2,3,1,0.18780027,0.3962231,A
easy,AB,2,3,2,-0.11126933,-0.04565042,A
easy,AB,2,3,3,-0.29030025,-0.20035052,A
easy,AB,2,3,4,0.29311344,-0.16170449,A
easy,AB,2,3,5,-0.18219719,-0.24964568,A
easy,AB,2,3,6,-0.38702898,-0.00298058,A
easy,AB,2,3,7,0.00123474,-0.20670049,A
easy,AB,2,3,8,0.29112111,-0.39030056,A
easy,AB,2,3,9,-0.40900317,-0.18006717,A
easy,AB,2,3,10,-0.09764075,0.44698458,A
easy,AB,2,3,11,-0.3927173,-0.36586784,B
easy,AB,2,3,12,-0.1906982,0.19560357,B
easy,AB,2,3,13,-0.10030664,0.20193911,B
easy,AB,2,3,14,-0.19142463,0.04757576,B
easy,AB,2,3,15,0.30869758,0.21088538,B
easy,AB,2,3,16,0.21086945000000001,0.03695001,B
easy,AB,2,3,17,-0.40389204,0.20921333,B
easy,AB,2,3,18,-0.10483318,-0.18261215,B
easy,AB,2,3,19,-0.39370883,0.39972876,B
easy,AB,2,3,20,0.31714076,0.03887121,B
easy,AB,2,4,1,-0.0990209,0.23300998,A
easy,AB,2,4,2,0.2846875,0.15350152,A
easy,AB,2,4,3,-0.4029271,-0.41769139,A
easy,AB,2,4,4,0.31119509,-0.2348087,A
easy,AB,2,4,5,0.30447345,0.44397259,A
easy,AB,2,4,6,-0.28738628,-0.2298927,A
easy,AB,2,4,7,-0.1172481,0.39853301,A
easy,AB,2,4,8,0.10603304,-0.42948129,A
easy,AB,2,4,9,-0.0901339,-0.37706915,A
easy,AB,2,4,10,0.19031327,-0.0171361,A
easy,AB,2,4,11,0.20835097,-0.42304072,B
easy,AB,2,4,12,-0.29450971,-0.39708599,B
easy,AB,2,4,13,-0.20778847,-0.02685351,B
easy,AB,2,4,14,0.10094145,-0.18382224,B
easy,AB,2,4,15,-0.31225394,0.04155711,B
easy,AB,2,4,16,0.299692332,-1.11895023e-4,B
easy,AB,2,4,17,-0.19228377,-0.20286894,B
easy,AB,2,4,18,-0.41632012,0.39475338,B
easy,AB,2,4,19,0.10390405,-0.03161359,B
easy,AB,2,4,20,-0.39544906,-0.21648053,B
easy,AB,2,5,1,-0.41549949,-0.03467685,A
easy,AB,2,5,2,-0.30819237,-0.19059518,A
easy,AB,2,5,3,0.09206414,-0.40591962,A
easy,AB,2,5,4,-0.18863385,-0.40042156,A
easy,AB,2,5,5,-0.10012794,-0.41062237,A
easy,AB,2,5,6,0.30240261,0.03805244,A
easy,AB,2,5,7,-0.40557534,-0.16023548,A
easy,AB,2,5,8,0.11576984,8.1657e-4,A
easy,AB,2,5,9,0.09690972,0.37017369,A
easy,AB,2,5,10,0.00308903,0.3524841,A
easy,AB,2,5,11,0.19701736,-0.23329715,B
easy,AB,2,5,12,-0.10211471,0.18786255,B
easy,AB,2,5,13,0.30108006,-0.24228916,B
easy,AB,2,5,14,0.11826025,0.21594959,B
easy,AB,2,5,15,-0.08353169,0.38706093,B
easy,AB,2,5,16,0.2902759,0.38092874,B
easy,AB,2,5,17,0.18573529,0.16201889,B
easy,AB,2,5,18,-0.11649669,-0.18303794,B
easy,AB,2,5,19,0.20922764,0.3510816,B
easy,AB,2,5,20,-0.3097891,0.22762491,B
easy,AB,2,6,1,0.09762631,0.38652655,A
easy,AB,2,6,2,-0.10723646,-0.36746828,A
easy,AB,2,6,3,-0.00375672,0.36504823,A
easy,AB,2,6,4,0.29963173,-0.04801583,A
easy,AB,2,6,5,0.18939865,0.17766776,A
easy,AB,2,6,6,-0.19232273,-0.3536949,A
easy,AB,2,6,7,-0.09037709,-0.22230698,A
easy,AB,2,6,8,-0.19076186,0.23181276,A
easy,AB,2,6,9,0.09221992,-0.04085509,A
easy,AB,2,6,10,-0.28905231,0.19225976,A
easy,AB,2,6,11,0.2199454,-0.414188,B
easy,AB,2,6,12,0.2948489,0.42790422,B
easy,AB,2,6,13,0.00386426,0.02559828,B
easy,AB,2,6,14,-0.30398309,-0.1979458,B
easy,AB,2,6,15,0.1818797,-0.21037702,B
easy,AB,2,6,16,-0.38799464,-0.01983149,B
easy,AB,2,6,17,-0.19169783,-0.02112564,B
easy,AB,2,6,18,0.01199656,-0.40385563,B
easy,AB,2,6,19,-0.18440966,-0.18722279,B
easy,AB,2,6,20,-0.31025988,-0.42482061,B
easy,AB,2,7,1,0.30903291,0.36466676,A
easy,AB,2,7,2,-0.4119284,-0.40503949,A
easy,AB,2,7,3,0.21346443,0.02105993,A
easy,AB,2,7,4,0.20769011,0.36328169,A
easy,AB,2,7,5,-0.30869394,-0.17211247,A
easy,AB,2,7,6,-0.08614724,-0.16914402,A
easy,AB,2,7,7,-0.41882853,0.20426325,A
easy,AB,2,7,8,0.28238511,0.22061569,A
easy,AB,2,7,9,0.00425033,0.38935801,A
easy,AB,2,7,10,0.30727019,-0.41265328,A
easy,AB,2,7,11,-0.38875789,0.43046566000000003,B
easy,AB,2,7,12,0.09841979,0.19023362,B
easy,AB,2,7,13,-0.39337565,0.00697148,B
easy,AB,2,7,14,-0.31266241,-0.44810909,B
easy,AB,2,7,15,0.11063976,0.40149575,B
easy,AB,2,7,16,-0.30003154,-0.00344381,B
easy,AB,2,7,17,-0.1039789,-0.04503656,B
easy,AB,2,7,18,0.31456372,-0.20179744,B
easy,AB,2,7,19,-0.18383486,0.40981958,B
easy,AB,2,7,20,-0.00197856,-0.03707777,B
easy,B,2,1,1,0.00195593,-0.19011596,A
easy,B,2,1,2,-0.21449257,0.01686991,A
easy,B,2,1,3,-0.31863791,-0.24568704,A
easy,B,2,1,4,-0.19636855,0.44470414,A
easy,B,2,1,5,0.09499366,-0.02638472,A
easy,B,2,1,6,0.10606751,0.42893213,B
easy,B,2,1,7,0.11902515,-0.37645558,B
easy,B,2,1,8,0.28479856,0.39907611,B
easy,B,2,1,9,0.30068399,-0.44076697,B
easy,B,2,1,10,-0.29356335,-0.02176892,B
easy,B,2,1,11,0.20762146,0.16444131,B
easy,B,2,1,12,0.00140341,-0.42946022,B
easy,B,2,1,13,-0.30148851,-0.41089738,B
easy,B,2,1,14,-0.1912039,-0.41632424,B
easy,B,2,1,15,0.08372612,-0.15904757,B
easy,B,2,1,16,-0.00116651,0.36761575,B
easy,B,2,1,17,0.29395855,0.0185944,B
easy,B,2,1,18,0.21235576,-0.35525312,B
easy,B,2,1,19,0.28893914,-0.17351298,B
easy,B,2,1,20,0.10740198,0.19876319,B
easy,B,2,2,1,-0.20264696,-0.18442727,A
easy,B,2,2,2,-0.11662042,-0.22890428,A
easy,B,2,2,3,-0.39940511,0.03371743,A
easy,B,2,2,4,-7.7896e-4,0.37180447,A
easy,B,2,2,5,9.8946e-4,-0.02230643,A
easy,B,2,2,6,-0.29496264,0.20056145,B
easy,B,2,2,7,0.20002926,-0.44771717,B
easy,B,2,2,8,0.21573365,0.17165113,B
easy,B,2,2,9,-0.31380098,0.43533535,B
easy,B,2,2,10,0.21275817,0.41239992,B
easy,B,2,2,11,-0.41364948,0.39430129,B
easy,B,2,2,12,-0.21996125,0.22198372,B
easy,B,2,2,13,-0.39395727,-0.41117989,B
easy,B,2,2,14,-0.28325227,-0.23678933,B
easy,B,2,2,15,0.11101703,0.15339593,B
easy,B,2,2,16,0.21317962,-0.22463809,B
easy,B,2,2,17,0.2955921,-0.17740294,B
easy,B,2,2,18,-0.00624935,-0.38088752,B
easy,B,2,2,19,0.08427598,-0.36622311,B
easy,B,2,2,20,-0.08441219,0.35375378,B
easy,B,2,3,1,-0.30319124,0.35271647,A
easy,B,2,3,2,-0.0910352,-0.39072392,A
easy,B,2,3,3,-0.28711273,-0.22305564,A
easy,B,2,3,4,-0.08260293,-0.19875665,A
easy,B,2,3,5,-0.19092278,0.23698035,A
easy,B,2,3,6,0.21981545,-0.02647234,B
easy,B,2,3,7,-0.41041338,0.22928946,B
easy,B,2,3,8,-0.30558333,-0.42986034,B
easy,B,2,3,9,0.19310758,-0.20245531,B
easy,B,2,3,10,0.00511281,-0.42795745,B
easy,B,2,3,11,0.11992936,0.00471545,B
easy,B,2,3,12,0.29350833,-0.43179774,B
easy,B,2,3,13,0.31027402,0.38468955,B
easy,B,2,3,14,0.11258382,-0.4136459,B
easy,B,2,3,15,-0.39744899,-0.42562764,B
easy,B,2,3,16,-0.31978311,0.02456504,B
easy,B,2,3,17,0.20224608,-0.37290516,B
easy,B,2,3,18,-0.18522683,-0.2020908,B
easy,B,2,3,19,0.3199705,0.02525541,B
easy,B,2,3,20,-0.39712025,0.36554992,B
easy,B,2,4,1,0.09649065,0.17401864,A
easy,B,2,4,2,0.21973412,-0.0366238,A
easy,B,2,4,3,0.28421454,0.41495154,A
easy,B,2,4,4,0.20808167,0.38497462,A
easy,B,2,4,5,-0.40389843,0.43298828,A
easy,B,2,4,6,0.30180654,-0.23782356,B
easy,B,2,4,7,0.19579725,-0.20565455,B
easy,B,2,4,8,0.01673309,-0.18952924,B
easy,B,2,4,9,-0.38937061,-0.44236959,B
easy,B,2,4,10,0.30569007,-0.35727635,B
easy,B,2,4,11,-0.18410571,-0.15322971,B
easy,B,2,4,12,-0.31628175,0.23183196,B
easy,B,2,4,13,-0.01461392,0.2305854,B
easy,B,2,4,14,0.08885146,-0.36467312,B
easy,B,2,4,15,-0.0098381,-0.44763906999999997,B
easy,B,2,4,16,-0.09328661,-0.03377872,B
easy,B,2,4,17,-0.19321419,0.03592025,B
easy,B,2,4,18,0.21112018,0.20349623,B
easy,B,2,4,19,-0.31728206,-0.18553229,B
easy,B,2,4,20,0.29476012,-0.0331171,B
easy,B,2,5,1,-0.2095707,0.23165814,A
easy,B,2,5,2,0.19392981,0.38749622,A
easy,B,2,5,3,0.01820934,-0.37289576,A
easy,B,2,5,4,-0.41847867,0.21674798,A
easy,B,2,5,5,0.08572455,0.02690086,A
easy,B,2,5,6,-0.01903412,0.16559718,B
easy,B,2,5,7,-0.2925774,-0.23122924,B
easy,B,2,5,8,-0.29597286,0.00228194,B
easy,B,2,5,9,-0.08782859,0.22398778,B
easy,B,2,5,10,0.10854522,-0.2163743,B
easy,B,2,5,11,0.00665478,0.39770999,B
easy,B,2,5,12,-0.38873839,-0.17693891,B
easy,B,2,5,13,-0.21694003,-0.00504344,B
easy,B,2,5,14,-0.19195538,-0.24476188,B
easy,B,2,5,15,-0.30643586,0.16349292,B
easy,B,2,5,16,0.28540877,-0.22888802,B
easy,B,2,5,17,-0.20276933,-0.35956073,B
easy,B,2,5,18,0.21691518,-0.17038222,B
easy,B,2,5,19,-0.38400693,-0.04271548,B
easy,B,2,5,20,-0.40258682,-0.35082746,B
hard,A,2,1,1,0.09870512,0.44030019,A
hard,A,2,1,2,-0.11327136,-0.39787952,A
hard,A,2,1,3,0.01110865,0.43119914,A
hard,A,2,1,4,0.31865993,-0.04776997,A
hard,A,2,1,5,0.1972602,0.20492914,A
hard,A,2,1,6,-0.19865112,-0.41007872,A
hard,A,2,1,7,-0.10851928,-0.23243525,A
hard,A,2,1,8,-0.19106354,0.22708073,A
hard,A,2,1,9,0.08695469,-0.04849999,A
hard,A,2,1,10,-0.29254107,0.19602214,A
hard,A,2,1,11,0.19822574,-0.40699575,A
hard,A,2,1,12,0.28807799,0.400325,A
hard,A,2,1,13,0.01122343,0.03152642,A
hard,A,2,1,14,-0.30221959,-0.18946652,A
hard,A,2,1,15,0.19707569,-0.17224019,A
hard,A,2,1,16,-0.39240302,0.02348285,B
hard,A,2,1,17,-0.20183275,0.01350872,B
hard,A,2,1,18,-0.0110147,-0.37222883,B
hard,A,2,1,19,-0.21506936,-0.20382563,B
hard,A,2,1,20,-0.30032635,-0.37667794,B
hard,A,2,2,1,-0.01601696,-0.20964784,A
hard,A,2,2,2,-0.21053476,-0.01567688,A
hard,A,2,2,3,-0.29780629,-0.18085306,A
hard,A,2,2,4,-0.19782914,0.40003968,A
hard,A,2,2,5,0.11547533,0.01078923,A
hard,A,2,2,6,0.1144557,0.37999195,A
hard,A,2,2,7,0.10617901,-0.43121066,A
hard,A,2,2,8,0.31960376,0.3679387,A
hard,A,2,2,9,0.29260097,-0.42841186,A
hard,A,2,2,10,-0.31746351,-0.03108359,A
hard,A,2,2,11,0.18195729,0.24991094,A
hard,A,2,2,12,7.5514e-4,-0.35835555,A
hard,A,2,2,13,-0.283282,-0.38501776,A
hard,A,2,2,14,-0.1934374,-0.35497859,A
hard,A,2,2,15,0.08055579,-0.19176007,A
hard,A,2,2,16,-0.01193031,0.36023365,B
hard,A,2,2,17,0.3128324,0.02706858,B
hard,A,2,2,18,0.20821093,-0.40877483,B
hard,A,2,2,19,0.29147456,-0.22440265,B
hard,A,2,2,20,0.0906243,0.19203551,B
hard,A,2,3,1,0.2142254,-0.37467393,A
hard,A,2,3,2,-0.18494182,-0.15945974,A
hard,A,2,3,3,-0.11370687,0.1563648,A
hard,A,2,3,4,-0.09731388,0.4003268,A
hard,A,2,3,5,-0.20063968,0.17094671,A
hard,A,2,3,6,-0.20875034,0.02535071,A
hard,A,2,3,7,-0.19530209,0.36316492,A
hard,A,2,3,8,-0.41890552,0.15195473,A
hard,A,2,3,9,-0.41221717,0.00570712,A
hard,A,2,3,10,-0.40883337,0.41565197,A
hard,A,2,3,11,-0.31902378,0.01279945,A
hard,A,2,3,12,-0.11689553,-0.17938221,A
hard,A,2,3,13,-0.10270371,0.01392693,A
hard,A,2,3,14,0.10298723,0.44287223,A
hard,A,2,3,15,-0.28550799,-0.2183825,A
hard,A,2,3,16,-3.62754175e-4,-0.411203065,B
hard,A,2,3,17,-0.39517294,-0.44714816,B
hard,A,2,3,18,-0.38122837,-0.20721342,B
hard,A,2,3,19,-0.01244637,0.42190545,B
hard,A,2,3,20,0.08965114,-0.20437707,B
hard,A,2,4,1,0.09394865,0.16551068,A
hard,A,2,4,2,0.20640631,0.01800151,A
hard,A,2,4,3,0.30253364,0.3667073,A
hard,A,2,4,4,0.21457728,0.37969623,A
hard,A,2,4,5,-0.39007853,0.39140178,A
hard,A,2,4,6,0.31999097,-0.20484376,A
hard,A,2,4,7,0.21649609,-0.24362858,A
hard,A,2,4,8,-0.00920387,-0.18733776,A
hard,A,2,4,9,-0.39954948,-0.35452646,A
hard,A,2,4,10,0.29993163,-0.44698414,A
hard,A,2,4,11,-0.21513744,-0.19664144,A
hard,A,2,4,12,-0.29416169,0.20813907,A
hard,A,2,4,13,0.00527097,0.16696615,A
hard,A,2,4,14,0.08823511,-0.43956582,A
hard,A,2,4,15,0.01463041,-0.42302191,A
hard,A,2,4,16,-0.10935968,0.03587366,B
hard,A,2,4,17,-0.20099465,-0.00584905,B
hard,A,2,4,18,0.19819732,0.17252859,B
hard,A,2,4,19,-0.31013573,-0.16448154,B
hard,A,2,4,20,0.29847553,0.03688926,B
hard,A,2,5,1,-0.30575779,-0.43637101,A
hard,A,2,5,2,-0.41963701,0.38542311,A
hard,A,2,5,3,-0.18186666,0.40103174,A
hard,A,2,5,4,-0.20954798,0.02166513,A
hard,A,2,5,5,0.18589797,0.02687541,A
hard,A,2,5,6,0.18544555,-0.41314076,A
hard,A,2,5,7,0.28312187,-0.16271882,A
hard,A,2,5,8,-0.31441155,0.17632013,A
hard,A,2,5,9,0.20628979,0.24269908,A
hard,A,2,5,10,0.10231947,-0.38461571,A
hard,A,2,5,11,0.29978244,-0.39687571,A
hard,A,2,5,12,0.19649822,0.44446961,A
hard,A,2,5,13,-0.21614256,-0.36969655,A
hard,A,2,5,14,-0.08061975,0.39464486,A
hard,A,2,5,15,0.18279786,-0.15259003,A
hard,A,2,5,16,-0.01438742,-0.19419245,B
hard,A,2,5,17,-0.11447262,0.20302341,B
hard,A,2,5,18,0.09386686,0.43609857,B
hard,A,2,5,19,-0.08964612,0.01447495,B
hard,A,2,5,20,-0.41423837,-0.02806177,B
hard,AB,2,1,1,-0.29843225,0.42269339,A
hard,AB,2,1,2,-0.09701031,-0.40737329,A
hard,AB,2,1,3,-0.30815401,-0.21592377,A
hard,AB,2,1,4,-0.11452876,-0.15974429,A
hard,AB,2,1,5,-0.19770332,0.24505828,A
hard,AB,2,1,6,0.19011647,-2.5914e-4,A
hard,AB,2,1,7,-0.41015071,0.22694319,A
hard,AB,2,1,8,-0.2802256,-0.41839877,A
hard,AB,2,1,9,0.20039385,-0.21434039,A
hard,AB,2,1,10,-0.00832526,-0.38951103,A
hard,AB,2,1,11,0.11844216,-0.04049253,B
hard,AB,2,1,12,0.28780219,-0.38188371,B
hard,AB,2,1,13,0.30195266,0.42767207,B
hard,AB,2,1,14,0.10498056,-0.41054737,B
hard,AB,2,1,15,-0.38778113,-0.39717075,B
hard,AB,2,1,16,-0.31896248,-0.03148334,B
hard,AB,2,1,17,0.18912161,-0.36701627,B
hard,AB,2,1,18,-0.21289648,-0.22911609,B
hard,AB,2,1,19,0.29225905,0.01679796,B
hard,AB,2,1,20,-0.40250294,0.43441736,B
hard,AB,2,2,1,-0.31922258,-0.22285508,A
hard,AB,2,2,2,-0.10725534,0.35829251,A
hard,AB,2,2,3,-0.2018252,0.39864287,A
hard,AB,2,2,4,0.10236253,0.35709493,A
hard,AB,2,2,5,0.1103313,-0.41788024,A
hard,AB,2,2,6,0.0804287,-0.16150287,A
hard,AB,2,2,7,-0.38572712,0.20395418,A
hard,AB,2,2,8,0.11583527,-0.00475321,A
hard,AB,2,2,9,-0.39295805,0.35841193,A
hard,AB,2,2,10,-0.0199026,0.1776539,A
hard,AB,2,2,11,0.28392551,0.38384056,B
hard,AB,2,2,12,0.21931983,-0.21456596,B
hard,AB,2,2,13,-0.08750591,0.17927909,B
hard,AB,2,2,14,-0.30442575,0.42229744,B
hard,AB,2,2,15,-0.0054944,0.43833573,B
hard,AB,2,2,16,-0.08991812,-0.44947336,B
hard,AB,2,2,17,0.21244561,0.00383238,B
hard,AB,2,2,18,-0.2057874,-0.36908594,B
hard,AB,2,2,19,0.31367131,-0.16483345,B
hard,AB,2,2,20,-0.21569399,-0.18057267,B
hard,AB,2,3,1,0.11785409,0.390315,A
hard,AB,2,3,2,-0.30928107,0.42559063,A
hard,AB,2,3,3,-0.10754467,0.03787306,A
hard,AB,2,3,4,-0.19907686,0.02697419,A
hard,AB,2,3,5,0.19061346,-0.38123082,A
hard,AB,2,3,6,0.19763986,0.43388195,A
hard,AB,2,3,7,0.29078786,-0.23572008,A
hard,AB,2,3,8,0.18953107,0.18781311,A
hard,AB,2,3,9,0.2989318,-0.42781782,A
hard,AB,2,3,10,-0.00475745,0.18900488,A
hard,AB,2,3,11,-0.39933772,0.40893331,B
hard,AB,2,3,12,-0.09110989,-0.18673542,B
hard,AB,2,3,13,-0.31751,-0.03050642,B
hard,AB,2,3,14,0.08593263,-0.20951528,B
