trialNo,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,p7_x,p7_y,p8_x,p8_y,p9_x,p9_y,p10_x,p10_y,p11_x,p11_y,p12_x,p12_y,p13_x,p13_y,p14_x,p14_y,p15_x,p15_y,p16_x,p16_y,p17_x,p17_y,p18_x,p18_y,p19_x,p19_y,p20_x,p20_y,p21_x,p21_y,p22_x,p22_y,p23_x,p23_y,p24_x,p24_y,p25_x,p25_y,p26_x,p26_y,p27_x,p27_y,p28_x,p28_y,p29_x,p29_y,p30_x,p30_y,p31_x,p31_y,p32_x,p32_y,p33_x,p33_y,p34_x,p34_y,p35_x,p35_y,p36_x,p36_y,p37_x,p37_y,p38_x,p38_y,p39_x,p39_y,p40_x,p40_y,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,mouse_2.started,polygon_example7.started,polygon_example8.started,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,instructions_text_2.started,mouse_3.started,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,polygon.started,polygon_2.started,polygon_3.started,polygon_4.started,polygon_5.started,polygon_6.started,polygon_7.started,polygon_8.started,polygon_9.started,polygon_10.started,polygon_11.started,polygon_12.started,polygon_13.started,polygon_14.started,polygon_15.started,polygon_16.started,polygon_17.started,polygon_18.started,polygon_19.started,polygon_20.started,polygon_21.started,polygon_22.started,polygon_23.started,polygon_24.started,polygon_25.started,polygon_26.started,polygon_27.started,polygon_28.started,polygon_29.started,polygon_30.started,polygon_31.started,polygon_32.started,polygon_33.started,polygon_34.started,polygon_35.started,polygon_36.started,polygon_37.started,polygon_38.started,polygon_39.started,polygon_40.started,mouse.started,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,feedback_text_2.started,feedback_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.649621002133642,3.515499295758673e-05,10.649621002133642,10.649621002133642,[0.10462962962962963],[-0.30648148148148147],[1],[0],[0],[1.460026519484444],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-03-13_15h27.17.736,foraging_expt_polygons_easy_B,2022.2.4,59.96362312913303,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.099369643934011,4.206580354093603e-05,0.10555555555555556,-0.1259259259259259,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2023-03-13_15h27.17.736,foraging_expt_polygons_easy_B,2022.2.4,59.96362312913303,
14,-0.3,-0.4,-0.4,0.4,-0.2,0.4,-0.2,0,0.2,0,0.2,-0.4,0.3,-0.2,-0.3,0.2,0.2,0.2,0.1,-0.4,0.3,-0.4,0.2,0.4,-0.2,-0.4,-0.1,0.4,0.2,-0.2,0,-0.2,-0.1,0.2,0.1,0.4,-0.1,0,-0.4,0,0.3,0.2,0,-0.4,0.3,0.4,-0.2,0.2,-0.3,-0.2,-0.2,-0.2,-0.4,-0.2,0.1,-0.2,0,0.4,-0.4,0.2,0.3,0,0.1,0,-0.4,-0.4,-0.1,-0.2,-0.3,0.4,0,0.2,-0.3,0,-0.1,-0.4,0.1,0.2,0,0,0,0,0,13,,,,,,,,,,,,,,,,,,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,12.732447968356894,0.08597499067792569,[-0.28635665 -0.37290242],[-0.40938987  0.4337625 ],[-0.20704377  0.40432864],[-0.19816024  0.04840578],[0.20540667 0.0180123 ],[ 0.21524775 -0.37164702],[ 0.30724653 -0.15772196],[-0.29328557  0.20696907],[0.1887888  0.24594265],[ 0.09909053 -0.37445389],[ 0.28781116 -0.43167329],[0.21371978 0.35251076],[-0.18462549 -0.37688812],[-0.09350153  0.44123322],[ 0.19706729 -0.23602109],[-0.0015245  -0.15778897],[-0.08121603  0.18333965],[0.08626173 0.38627233],[-0.10048034  0.01512848],[-0.38989424 -0.03840146],[0.28858964 0.15659694],[ 0.01888211 -0.43047791],[0.30509167 0.37767287],[-0.18421568  0.20556084],[-0.31213999 -0.19022151],[-0.2129038  -0.23530072],[-0.41457755 -0.22745438],[ 0.09696607 -0.1945644 ],[0.00304589 0.41614989],[-0.41960841  0.20322857],[0.31742224 0.03982481],[ 0.10283406 -0.02557034],[-0.40298626 -0.37663192],[-0.09199643 -0.15866475],[-0.29326318  0.39979373],[0.0181221  0.19871621],[-0.31561878  0.03878539],[-0.0821655  -0.42039926],[0.11692488 0.16244529],[ 0.00983905 -0.00839377],"[-0.19907407407407407, -0.2074074074074074, -0.20925925925925926, -0.39814814814814814, -0.42962962962962964, 0.2222222222222222, -0.4, -0.09907407407407408, 0.19444444444444445, 0.19722222222222222, 0.30277777777777776, -0.29444444444444445, -0.40370370370370373, -0.337037037037037, -0.2898148148148148, -0.08981481481481482, -0.09444444444444444, 0.023148148148148147, 0.21666666666666667, -0.013888888888888888, 0.19444444444444445, 0.22870370370370371, 0.275, 0.09259259259259259]","[0.06851851851851852, 0.41388888888888886, 0.05740740740740741, 0.4537037037037037, 0.425, 0.362962962962963, 0.44166666666666665, 0.44074074074074077, 0.025, 0.2601851851851852, -0.15833333333333333, -0.36944444444444446, -0.026851851851851852, 0.18611111111111112, 0.20555555555555555, 0.18425925925925926, 0.003703703703703704, -0.15555555555555556, -0.25, -0.15462962962962962, -0.23796296296296296, -0.3814814814814815, -0.41944444444444445, -0.3861111111111111]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1.8740144207583853, 2.4918426895191885, 3.175387658914815, 3.823745485062261, 4.440340925309442, 5.1574363777256735, 5.874318496423939, 6.55838928836377, 7.657395964507259, 8.67402157194499, 9.490161259257832, 10.774514372833409, 13.090401214620016, 13.70473952403745, 14.152927524526604, 14.705918868886585, 15.289626062048853, 15.804106764211241, 16.4715119862, 17.255677155774777, 18.00305427780677, 18.572456694006434, 18.956318268667673, 19.538299862474844]","['polygon_3', 'polygon_4', 'polygon_12', 'polygon_2', 'polygon_14', 'polygon_5', 'polygon_9', 'polygon_7', 'polygon', 'polygon_20', 'polygon_8', 'polygon_17', 'polygon_19', 'polygon_16', 'polygon_15', 'polygon_6', 'polygon_11', 'polygon_10']",32.700876981862734,32.700876981862734,001,001,2023-03-13_15h27.17.736,foraging_expt_polygons_easy_B,2022.2.4,59.96362312913303,
21,-0.2,0.4,-0.4,-0.4,0,0.2,-0.4,0.2,0.3,-0.4,-0.3,-0.4,-0.1,-0.4,0.1,-0.2,0.1,0,-0.1,-0.2,0.3,0,0.2,-0.2,-0.4,-0.2,-0.3,-0.2,-0.3,0.4,-0.2,-0.4,-0.1,0.2,-0.3,0.2,0,-0.4,0.3,0.4,0,0,-0.1,0,0.2,0.2,0,-0.2,-0.3,0,0.2,0.4,0,0.4,-0.4,0.4,0.3,-0.2,-0.4,0,0.2,0,-0.2,0,0.1,-0.4,0.2,-0.4,-0.2,-0.2,0.1,0.2,-0.2,0.2,-0.1,0.4,0.1,0.4,0.3,0.2,0,1,1,20,,,,,,,,,,,,,,,,,,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,34.68391034094634,0.03469347099667175,[-0.21455245  0.4156344 ],[-0.39149425 -0.38243527],[0.00098977 0.23280138],[-0.40085136  0.20982386],[ 0.30533971 -0.44995997],[-0.31837013 -0.37653897],[-0.09841349 -0.35008187],[ 0.09730183 -0.16700871],[ 0.10949281 -0.01005909],[-0.10236484 -0.15575649],[ 0.28005943 -0.04097057],[ 0.18166458 -0.22290438],[-0.41874739 -0.15405028],[-0.28182996 -0.21385422],[-0.3132248   0.44115877],[-0.19044032 -0.37954766],[-0.08233187  0.21341858],[-0.30044322  0.15125846],[-0.01007593 -0.4111321 ],[0.30045663 0.35247629],[0.0112471  0.04291019],[-0.09790025 -0.01881118],[0.18074803 0.16715483],[ 0.0042074  -0.23870315],[-0.28292427  0.01126553],[0.21888196 0.37875009],[0.0004671  0.42009041],[-0.41623949  0.43613452],[ 0.31062184 -0.19993168],[-0.41622511  0.01858759],[ 0.20885384 -0.04324238],[-0.18306464 -0.03421745],[ 0.08605668 -0.40151442],[ 0.21432387 -0.39628062],[-0.2018572 -0.2194795],[0.11659173 0.23276107],[-0.19261991  0.16699398],[-0.10314254  0.38959886],[0.11005449 0.36909637],[0.29369347 0.24940144],"[0.10462962962962963, -0.004629629629629629, -0.19444444444444445, -0.32685185185185184, -0.21851851851851853, -0.001851851851851852, -0.3314814814814815, -0.32685185185185184, -0.40370370370370373, -0.08888888888888889, 0.3, 0.16018518518518518, 0.1648148148148148, 0.27870370370370373, 0.09814814814814815, -0.09814814814814815, 0.30833333333333335, -0.07962962962962963, -0.3194444444444444]","[-0.012962962962962963, 0.25277777777777777, 0.41759259259259257, 0.44537037037037036, 0.412962962962963, 0.22962962962962963, -0.39444444444444443, -0.3851851851851852, 0.22685185185185186, -0.34444444444444444, -0.45, -0.21203703703703702, -0.2175925925925926, -0.024074074074074074, -0.17314814814814813, -0.1574074074074074, 0.36203703703703705, 0.21296296296296297, 0.16574074074074074]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1.0719998293330377, 1.7209679101017912, 2.371031504582646, 2.9556055537677537, 3.638590747506356, 4.288671168308582, 6.2708956620842, 6.705162585833051, 9.154535039161743, 10.73756317006692, 11.854012131176802, 12.96999506327748, 13.321103902835233, 13.89930678560475, 14.770414158868704, 15.453897531909178, 18.502962183744017, 19.386297485156064, 19.969094554611814]","['polygon_9', 'polygon_15', 'polygon', 'polygon_3', 'polygon_6', 'polygon_4', 'polygon_7', 'polygon_5', 'polygon_12', 'polygon_11', 'polygon_8', 'polygon_10', 'polygon_20', 'polygon_17']",54.67703829099861,54.67703829099861,001,001,2023-03-13_15h27.17.736,foraging_expt_polygons_easy_B,2022.2.4,59.96362312913303,
31,0.3,0.4,-0.4,-0.4,0.2,0,0.2,0.4,-0.3,-0.2,-0.1,-0.2,-0.4,0.2,0.3,0.2,0,0.4,0.3,-0.4,-0.4,0.4,0.1,0.2,-0.4,0,-0.3,-0.4,0.1,0.4,-0.3,0,-0.1,0,0.3,-0.2,-0.2,0.4,0,0,-0.1,0.4,-0.1,-0.4,0.2,-0.2,-0.2,0,-0.2,-0.2,0,-0.4,-0.2,0.2,0,0.2,0.2,0.2,0.1,0,0.2,-0.4,-0.3,0.4,-0.1,0.2,-0.4,-0.2,-0.2,-0.4,0,-0.2,0.1,-0.2,-0.3,0.2,0.1,-0.4,0.3,0,0,2,2,30,,,,,,,,,,,,,,,,,,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,56.69733564214499,0.047749494534286896,[0.30343832 0.44521275],[-0.38056659 -0.41426363],[0.20371775 0.0280945 ],[0.18883572 0.41534966],[-0.31859038 -0.16785148],[-0.11230517 -0.24399099],[-0.39984831  0.18440365],[0.30063716 0.19782263],[-0.0015255  0.4303609],[ 0.28417179 -0.36263008],[-0.39595911  0.39678341],[0.10527466 0.1636419 ],[-0.40303549  0.03063295],[-0.29849136 -0.35019122],[0.09914304 0.41035277],[-0.30770603 -0.00189946],[-0.10010009  0.04866807],[ 0.31207354 -0.21020345],[-0.19082904  0.40810745],[ 0.01448031 -0.00314477],[-0.11259418  0.3713091 ],[-0.119993   -0.40867548],[ 0.18524604 -0.19656157],[-0.21004303  0.01176053],[-0.20638222 -0.22560404],[ 0.00637531 -0.41016525],[-0.18153293  0.19326158],[0.01760743 0.189948  ],[0.20252877 0.16000406],[ 0.10431633 -0.03112549],[ 0.21302821 -0.38999152],[-0.28430277  0.38557599],[-0.08365057  0.24099467],[-0.40590146 -0.2009073 ],[-0.18606392 -0.36157927],[-0.00568634 -0.17823802],[ 0.08653691 -0.17693712],[-0.31648914  0.24251455],[ 0.08325642 -0.40178179],[0.31310964 0.04535611],"[0.31574074074074077, 0.3074074074074074, 0.18888888888888888, 0.21203703703703702, 0.09907407407407408, -0.39814814814814814, -0.3824074074074074, 0.30925925925925923, -0.18981481481481483, 0.002777777777777778, 0.023148148148148147]","[0.4648148148148148, 0.4462962962962963, 0.4287037037037037, 0.032407407407407406, 0.40555555555555556, 0.2037037037037037, -0.4185185185185185, 0.21296296296296297, 0.4027777777777778, 0.42685185185185187, -0.006481481481481481]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2.5212541979418006, 3.071819246847838, 3.757049552615115, 4.406885991756894, 6.522852698476186, 9.136836152793819, 10.787439691910038, 11.671452553229017, 14.186593087566848, 14.836871818585792, 17.587472082578756]","['polygon', 'polygon_4', 'polygon_3', 'polygon_15', 'polygon_2', 'polygon_8', 'polygon_19', 'polygon_9', 'polygon_20']",76.66094782067591,76.66094782067591,001,001,2023-03-13_15h27.17.736,foraging_expt_polygons_easy_B,2022.2.4,59.96362312913303,
30,0.3,-0.2,0,0.4,0.1,0.4,-0.4,0,-0.1,0.2,-0.3,0.2,0.1,-0.4,-0.4,-0.2,-0.4,0.4,0,-0.4,0.3,0,0.1,0,0.2,-0.2,-0.1,0,0.2,-0.4,-0.3,0,-0.1,-0.2,-0.4,-0.4,0.2,0,0.1,-0.2,0,0.2,-0.3,-0.2,0.2,0.4,0,0,0,-0.2,-0.3,-0.4,-0.4,0.2,0.2,0.2,0.3,0.2,0.3,0.4,0.3,-0.4,-0.2,-0.2,-0.3,0.4,-0.1,0.4,-0.2,0.2,-0.2,0.4,-0.2,-0.4,-0.2,0,0.1,0.2,-0.1,-0.4,0,3,3,29,,,,,,,,,,,,,,,,,,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,78.6940503028888,0.042415851115890746,[ 0.30549385 -0.21800876],[-0.00464297  0.41752584],[0.11840999 0.35159744],[-0.4044458  -0.01413515],[-0.08269572  0.16508951],[-0.30247658  0.2188527 ],[ 0.11137362 -0.42119577],[-0.41228646 -0.18387093],[-0.38076074  0.38414119],[ 0.01623546 -0.42942949],[0.2894102  0.02264849],[ 0.10876016 -0.01301169],[ 0.20075667 -0.20663511],[-0.1160371   0.04417796],[ 0.18743074 -0.37304361],[-0.31822837 -0.04892778],[-0.08300569 -0.24899516],[-0.38610896 -0.44780313],[0.18828915 0.04434543],[ 0.09475201 -0.22204003],[0.01778118 0.15381274],[-0.29794621 -0.16607272],[0.21607007 0.39738624],[ 0.01716635 -0.01822386],[-0.01011278 -0.16231661],[-0.30383995 -0.40893388],[-0.38727735  0.19036997],[0.20726993 0.18799917],[0.30425429 0.2193021 ],[0.31245311 0.39967144],[ 0.31840282 -0.41327018],[-0.21919377 -0.15082327],[-0.301392    0.35196887],[-0.09504542  0.40769001],[-0.19439539  0.16444677],[-0.2189775   0.39368416],[-0.19510794 -0.36821769],[-0.20715347 -0.04872479],[0.11609143 0.24401214],[-0.08871136 -0.42259096],"[0.3, 0.18333333333333332, 0.11296296296296296, 0.013888888888888888, -0.4166666666666667, -0.3907407407407407, -0.37777777777777777, 0.002777777777777778, 0.12407407407407407, -0.08425925925925926, -0.30092592592592593, -0.11296296296296296]","[-0.2074074074074074, -0.37037037037037035, -0.42685185185185187, -0.42962962962962964, -0.16203703703703703, -0.012962962962962963, 0.38333333333333336, 0.41388888888888886, 0.3509259259259259, 0.1648148148148148, 0.21666666666666667, 0.041666666666666664]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2.253593396149597, 2.8906574554575286, 3.374275979915353, 3.8208180056061565, 4.556191350128984, 5.306589698264986, 6.156747399957737, 7.039770813483528, 8.089535560477202, 9.006856125036393, 9.65640200966368, 10.57345996342076]","['polygon', 'polygon_15', 'polygon_7', 'polygon_10', 'polygon_4', 'polygon_9', 'polygon_2', 'polygon_3', 'polygon_5', 'polygon_6', 'polygon_14']",98.67425413574455,98.67425413574455,001,001,2023-03-13_15h27.17.736,foraging_expt_polygons_easy_B,2022.2.4,59.96362312913303,
23,0.1,0.4,-0.1,-0.4,0,0.4,0.3,0,0.2,0.2,-0.2,-0.4,-0.1,-0.2,-0.2,0.2,0.1,0,-0.3,0.2,0.2,-0.4,0.3,0.4,0,0,-0.3,-0.2,0.2,-0.2,-0.4,0,-0.2,0,0,-0.4,-0.2,-0.2,-0.3,-0.4,0.2,0,-0.4,0.2,0,0.2,-0.3,0.4,-0.2,0.4,0.1,-0.4,-0.1,0,-0.4,-0.2,-0.4,0.4,0,-0.2,-0.1,0.4,0.3,0.2,0.1,0.2,0.3,-0.4,0.3,-0.2,-0.1,0.2,0.1,-0.2,-0.3,0,-0.4,-0.4,0.2,0.4,0,4,4,22,,,,,,,,,,,,,,,,,,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,100.67417240789769,0.02604774648983721,[0.08215016 0.42983802],[-0.08713199 -0.36709962],[0.00684837 0.3986698 ],[ 0.30334189 -0.02711793],[0.21537439 0.17570746],[-0.19429084 -0.38151054],[-0.09637647 -0.18011199],[-0.19414135  0.15988381],[0.10718243 0.00711739],[-0.28642175  0.20821578],[ 0.1996504  -0.37652487],[0.29213383 0.3923993 ],[0.01835435 0.0062155 ],[-0.2905703  -0.22935743],[ 0.21055841 -0.19755952],[-0.41859334  0.02199347],[-0.20462715 -0.02191233],[-0.01798777 -0.37056685],[-0.20455901 -0.15107002],[-0.28206475 -0.44773664],[ 0.21365361 -0.00152056],[-0.3854812   0.17498727],[0.00720072 0.18709768],[-0.28361626  0.3581433 ],[-0.21053614  0.42363657],[ 0.0808114  -0.35220788],[-0.09988042  0.03706037],[-0.39073919 -0.23392179],[-0.38076266  0.42100463],[ 0.01313554 -0.1915869 ],[-0.09653856  0.38230041],[0.30118357 0.21324456],[0.10367474 0.19279123],[ 0.28853867 -0.35617469],[ 0.30360738 -0.22602638],[-0.10838439  0.22200018],[ 0.09337349 -0.16916627],[-0.28899978  0.0148456 ],[-0.40391518 -0.37058007],[0.19935661 0.41214415],"[0.07777777777777778, -0.007407407407407408, -0.01574074074074074, -0.2759259259259259, -0.19722222222222222]","[0.42962962962962964, 0.4046296296296296, -0.37222222222222223, -0.45092592592592595, -0.15]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[2.8882107280418836, 4.6663643938212545, 10.653869948760871, 13.270086195836143, 14.519624148054788]","['polygon', 'polygon_3', 'polygon_18', 'polygon_20', 'polygon_19']",120.67119835558765,120.67119835558765,001,001,2023-03-13_15h27.17.736,foraging_expt_polygons_easy_B,2022.2.4,59.96362312913303,
