trialNo,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,p7_x,p7_y,p8_x,p8_y,p9_x,p9_y,p10_x,p10_y,p11_x,p11_y,p12_x,p12_y,p13_x,p13_y,p14_x,p14_y,p15_x,p15_y,p16_x,p16_y,p17_x,p17_y,p18_x,p18_y,p19_x,p19_y,p20_x,p20_y,p21_x,p21_y,p22_x,p22_y,p23_x,p23_y,p24_x,p24_y,p25_x,p25_y,p26_x,p26_y,p27_x,p27_y,p28_x,p28_y,p29_x,p29_y,p30_x,p30_y,p31_x,p31_y,p32_x,p32_y,p33_x,p33_y,p34_x,p34_y,p35_x,p35_y,p36_x,p36_y,p37_x,p37_y,p38_x,p38_y,p39_x,p39_y,p40_x,p40_y,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,mouse_2.started,polygon_example7.started,polygon_example8.started,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,instructions_text_2.started,mouse_3.started,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,polygon.started,polygon_2.started,polygon_3.started,polygon_4.started,polygon_5.started,polygon_6.started,polygon_7.started,polygon_8.started,polygon_9.started,polygon_10.started,polygon_11.started,polygon_12.started,polygon_13.started,polygon_14.started,polygon_15.started,polygon_16.started,polygon_17.started,polygon_18.started,polygon_19.started,polygon_20.started,polygon_21.started,polygon_22.started,polygon_23.started,polygon_24.started,polygon_25.started,polygon_26.started,polygon_27.started,polygon_28.started,polygon_29.started,polygon_30.started,polygon_31.started,polygon_32.started,polygon_33.started,polygon_34.started,polygon_35.started,polygon_36.started,polygon_37.started,polygon_38.started,polygon_39.started,polygon_40.started,mouse.started,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,feedback_text_2.started,feedback_text.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.259873099974357,6.520003080368042e-05,31.259873099974357,31.259873099974357,[0.18611111111111112],[0.35462962962962963],[1],[0],[0],[2.3508253000909463],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,2023-03-14_13h51.30.235,foraging_expt_polygons_hard_B,2022.2.4,60.087198520949414,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.55729349993635,6.919994484633207e-05,0.1685185185185185,0.35462962962962963,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,2023-03-14_13h51.30.235,foraging_expt_polygons_hard_B,2022.2.4,60.087198520949414,
1,0.1,0.4,-0.3,-0.2,0,0.2,-0.4,0.2,0.3,-0.4,-0.2,0.4,0.1,-0.2,-0.4,0.4,-0.4,0,0,-0.4,0,0.4,0.3,-0.2,0.2,-0.2,-0.2,-0.2,-0.1,-0.4,0.3,0.4,-0.3,0.2,-0.2,-0.4,0,-0.2,-0.4,-0.4,0.2,0,0.2,0.4,-0.1,0,0.3,0,-0.4,-0.2,-0.1,0.2,0.2,0.2,-0.1,-0.2,0.3,0.2,-0.1,0.4,0.1,0.2,-0.2,0,-0.2,0.2,0.1,-0.4,-0.3,-0.4,0.2,-0.4,0,0,-0.3,0,0.1,0,-0.3,0.4,0,0,0,0,,,,,,,,,,,,,,,,,,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,37.2939100000076,0.2523069999879226,[0.11667873 0.3703629 ],[-0.31047591 -0.2137871 ],[0.00276277 0.23688275],[-0.41589121  0.24783696],[ 0.31788443 -0.41210692],[-0.21951054  0.41129815],[ 0.08852416 -0.21226758],[-0.41344603  0.36143049],[-0.38703044 -0.01508254],[-0.01614142 -0.39705434],[-0.00073386  0.44717762],[ 0.31054842 -0.23286473],[ 0.19393732 -0.17428636],[-0.21624679 -0.22946754],[-0.11037693 -0.43781483],[0.29965024 0.43034039],[-0.31834387  0.15301145],[-0.20840726 -0.43878979],[-0.00100726 -0.18693199],[-0.40966451 -0.43937433],[0.18183249 0.02169526],[0.19078596 0.4461561 ],[-0.11843606 -0.03939781],[ 0.31152837 -0.0292939 ],[-0.40383681 -0.2175036 ],[-0.11072772  0.18764506],[0.2199614  0.19517509],[-0.10739756 -0.18170365],[0.28941898 0.18850448],[-0.09321691  0.36904795],[0.11160135 0.18927741],[-0.20557484 -0.02748762],[-0.20699436  0.2351324 ],[ 0.0871967  -0.42426699],[-0.29833609 -0.42045348],[ 0.18406632 -0.39776285],[-0.00789728  0.00860492],[-0.28423237 -0.04990038],[0.10643515 0.00167058],[-0.28684872  0.41691146],"[-0.20555555555555555, 0.05, 0.11481481481481481]","[-0.44351851851851853, 0.2361111111111111, -0.26666666666666666]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[8.128578300005756, 16.979640499921516, 19.341181800002232]",['polygon_18'],57.05492309993133,57.05492309993133,003,2023-03-14_13h51.30.235,foraging_expt_polygons_hard_B,2022.2.4,60.087198520949414,
6,-0.2,0.4,0.3,0.4,-0.1,-0.2,-0.2,0.2,-0.1,-0.4,0.1,0.4,0.3,0,-0.4,-0.4,0.2,-0.4,-0.3,-0.4,0.1,0,-0.3,0.2,-0.2,0,0.3,0.2,0.1,-0.4,-0.2,-0.2,0.2,0.2,-0.2,-0.4,-0.4,0.4,0.3,-0.4,0,0.4,0.2,0,0.3,-0.2,-0.1,0.2,0,0.2,-0.3,-0.2,0,-0.2,0,-0.4,0,0,0.2,-0.2,-0.4,-0.2,0.1,0.2,-0.4,0,-0.3,0.4,-0.4,0.2,0.2,0.4,0.1,-0.2,-0.3,0,-0.1,0.4,-0.1,0,0,1,1,5,,,,,,,,,,,,,,,,,,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,59.13699699996505,0.06269689998589456,[-0.19353968  0.4070711 ],[0.30361275 0.43851884],[-0.08287262 -0.23973942],[-0.19436869  0.19579124],[-0.10520386 -0.36741804],[0.10051799 0.43608067],[0.29398837 0.02472395],[-0.41807405 -0.35238597],[ 0.21968421 -0.44976341],[-0.31984267 -0.35786056],[ 0.11387329 -0.00533374],[-0.28612308  0.18031485],[-0.20931801  0.0499791 ],[0.2889547  0.23157266],[ 0.08582511 -0.35462219],[-0.21933611 -0.17283589],[0.18318024 0.22305541],[-0.21755854 -0.43551785],[-0.41363818  0.41097734],[ 0.30325986 -0.42141415],[0.01921371 0.42525306],[ 0.21550366 -0.01490771],[ 0.29409577 -0.2224214 ],[-0.1189786   0.19544404],[2.52880756e-05 2.28913728e-01],[-0.31914423 -0.17473081],[ 0.01648734 -0.24017425],[-0.00456189 -0.44768091],[ 0.00381021 -0.02105894],[ 0.18950382 -0.22326644],[-0.39876245 -0.15146936],[0.11249762 0.17988025],[-0.39044954  0.03873066],[-0.31872946  0.37799552],[-0.38274629  0.19434237],[0.21591714 0.38099418],[ 0.10816897 -0.22551854],[-0.31526527 -0.01505424],[-0.09870917  0.43974075],[-0.08455725 -0.02555843],"[-0.2101851851851852, 0.09074074074074075, 0.20833333333333334, -0.22314814814814815, -0.3296296296296296]","[0.21944444444444444, -0.33611111111111114, -0.42685185185185187, -0.4527777777777778, -0.16944444444444445]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[5.055457399925217, 7.944256399990991, 14.022313799941912, 15.235686999978498, 16.186219799914397]","['polygon_15', 'polygon_26']",75.30178599990904,75.30178599990904,003,2023-03-14_13h51.30.235,foraging_expt_polygons_hard_B,2022.2.4,60.087198520949414,
16,-0.1,-0.2,-0.4,0.2,0.2,0,0.3,0,-0.1,0,0.2,-0.4,0,0.4,0.3,-0.4,-0.3,0.4,-0.4,0,0,0.2,0.2,0.4,-0.4,-0.4,0.3,0.4,0.3,-0.2,0.2,0.2,-0.2,0,0.1,-0.2,0.1,0.4,-0.2,-0.4,0.3,0.2,-0.3,-0.4,0.1,0.2,0.1,0,-0.2,0.4,-0.2,0.2,-0.4,-0.2,-0.1,0.4,-0.2,-0.2,0.2,-0.2,0,0,-0.1,-0.4,-0.1,0.2,-0.3,0.2,-0.3,0,-0.3,-0.2,-0.4,0.4,0,-0.4,0,-0.2,0.1,-0.4,0,2,2,15,,,,,,,,,,,,,,,,,,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,77.39448089990765,0.06232849997468293,[-0.11052335 -0.20292411],[-0.4156574   0.21600058],[ 0.2041117  -0.02734224],[ 0.29536048 -0.03646432],[-0.09263721  0.03247342],[ 0.20296355 -0.3530529 ],[0.00103633 0.36887086],[ 0.30409403 -0.43079035],[-0.28687276  0.43153282],[-0.3800656   0.02413158],[-0.00200227  0.15619875],[0.18861203 0.38332854],[-0.40016557 -0.44888716],[0.28742306 0.37376647],[ 0.31963653 -0.18388033],[0.19632308 0.20858925],[-0.21955601  0.04544039],[ 0.09177279 -0.15506948],[0.10118024 0.37697304],[-0.21745899 -0.43152836],[0.30863918 0.2375534 ],[-0.29023387 -0.43995551],[0.10320456 0.21237212],[0.08381491 0.00219352],[-0.1934982   0.41373226],[-0.21623978  0.19744433],[-0.38735546 -0.21026366],[-0.11441735  0.41028642],[-0.21635784 -0.15840438],[ 0.18397278 -0.16443375],[-0.00961832  0.02099793],[-0.10287242 -0.4004186 ],[-0.09276245  0.21560972],[-0.28991025  0.23725351],[-0.30462608  0.01229595],[-0.29376529 -0.23042018],[-0.40416221  0.41669912],[ 0.01653443 -0.36668937],[-0.00343271 -0.24411143],[ 0.08250503 -0.42104728],[-0.3],[0.4398148148148148],[1],[0],[0],[2.991844900068827],['polygon_9'],83.85058169998229,83.85058169998229,003,2023-03-14_13h51.30.235,foraging_expt_polygons_hard_B,2022.2.4,60.087198520949414,
15,0.1,-0.2,0.2,-0.2,0,0.4,-0.2,0.2,-0.3,-0.2,-0.3,0,0.3,-0.4,0.3,0.2,-0.1,-0.2,0,-0.4,-0.1,-0.4,0.3,0,0.1,0.4,0.1,0.2,-0.2,0.4,-0.1,0.4,-0.2,-0.4,-0.3,-0.4,-0.4,-0.4,0.1,0,0.3,-0.2,0.1,-0.4,-0.4,0,-0.2,0,0.2,0.4,-0.4,0.2,-0.1,0.2,0.2,-0.4,-0.3,0.2,0.3,0.4,-0.1,0,0.2,0.2,-0.4,-0.2,0,0.2,0,0,0,-0.2,0.2,0,-0.2,-0.2,-0.4,0.4,-0.3,0.4,0,3,3,14,,,,,,,,,,,,,,,,,,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,85.96181589993648,0.0748636000789702,[ 0.10026699 -0.23415768],[ 0.2079651  -0.24963549],[-0.01311841  0.38235223],[-0.1929932   0.24400979],[-0.3081064  -0.21483424],[-0.29643375 -0.04495544],[ 0.31116582 -0.38500721],[0.30696659 0.15342351],[-0.08447728 -0.21519659],[-0.01069595 -0.42165131],[-0.1017489  -0.42611325],[0.31866055 0.04056052],[0.08768198 0.40056125],[0.09829511 0.24556174],[-0.20668347  0.38249391],[-0.1175077   0.39941132],[-0.19144857 -0.38011747],[-0.28297604 -0.43872213],[-0.38341618 -0.40325442],[0.08813091 0.03401423],[ 0.30269273 -0.20648251],[ 0.09529461 -0.3695453 ],[-0.38388419 -0.00812362],[-0.19886192  0.04596546],[0.19688482 0.37273255],[-0.40610185  0.18195999],[-0.09109064  0.23957188],[ 0.21330751 -0.37482665],[-0.29961961  0.21012379],[0.30755491 0.42022315],[-0.09991573  0.00244579],[0.21324503 0.20474921],[-0.39877977 -0.19543801],[-0.01278604  0.18727962],[-0.01018267 -0.04831678],[ 0.00678135 -0.1673245 ],[0.19714902 0.01482506],[-0.21846248 -0.23144421],[-0.38234744  0.35053853],[-0.30187247  0.42806591],"[-0.4009259259259259, -0.2564814814814815]","[0.24444444444444444, -0.05555555555555555]","[1, 1]","[0, 0]","[0, 0]","[0.07281729998067021, 1.352072999929078]",[],88.26501519989688,88.26501519989688,003,2023-03-14_13h51.30.235,foraging_expt_polygons_hard_B,2022.2.4,60.087198520949414,
26,-0.3,0.2,0,0.2,-0.4,-0.2,0.1,-0.4,-0.2,-0.2,0.1,0.4,0,0.4,-0.4,0.4,0,0,-0.4,0,0.1,-0.2,0.2,0.2,0,-0.2,-0.3,-0.4,0,-0.4,0.1,0.2,0.3,0.4,0.2,0,-0.1,0,-0.1,-0.2,-0.1,-0.4,-0.2,0.2,0.3,0.2,0.1,0,-0.2,-0.4,0.3,-0.2,-0.1,0.2,-0.2,0.4,0.3,-0.4,0.2,-0.2,-0.3,-0.2,-0.4,0.2,-0.1,0.4,-0.4,-0.4,-0.3,0.4,0.3,0,0.2,0.4,-0.2,0,-0.3,0,0.2,-0.4,0,4,4,25,,,,,,,,,,,,,,,,,,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,90.33189439994749,0.052391699980944395,[-0.28916686  0.15915124],[-0.00927081  0.1538954 ],[-0.39635337 -0.16473123],[ 0.08463362 -0.36696545],[-0.188599 -0.23604 ],[0.09794711 0.43854821],[0.00052041 0.35735619],[-0.39328264  0.35867526],[ 0.01331781 -0.02611158],[-0.38223316 -0.03260038],[ 0.08746866 -0.1644249 ],[0.19328434 0.15416166],[-0.00266552 -0.1965752 ],[-0.31853928 -0.35166942],[-0.0106024  -0.38682944],[0.11784932 0.17052257],[0.3039649  0.43396398],[ 0.21838464 -0.02617809],[-0.1005539   0.03267863],[-0.08725691 -0.23369267],[-0.08383505 -0.3693661 ],[-0.21636183  0.24942477],[0.29696972 0.15295907],[0.0832392  0.02127896],[-0.20061272 -0.36693336],[ 0.3055096  -0.18630014],[-0.08439645  0.15457182],[-0.20663776  0.42963284],[ 0.28509307 -0.43204454],[ 0.20715113 -0.18727304],[-0.30537437 -0.22739604],[-0.38098513  0.23300222],[-0.09213537  0.39629766],[-0.40399935 -0.4222408 ],[-0.28519971  0.35190331],[ 0.31546545 -0.04328705],[0.20313495 0.36831154],[-0.19436207  0.04604257],[-0.29718662 -0.0490762 ],[ 0.21925317 -0.44035742],"[-0.25833333333333336, 0.08055555555555556, 0.013888888888888888]","[0.13148148148148148, -0.3787037037037037, 0.34074074074074073]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[4.395036500063725, 12.586576500092633, 15.846830900060013]",['polygon_4'],110.29190979991108,110.29190979991108,003,2023-03-14_13h51.30.235,foraging_expt_polygons_hard_B,2022.2.4,60.087198520949414,
19,-0.2,0.2,0.2,0.4,0,-0.4,-0.4,0.2,0.1,0,0,0.2,-0.3,-0.2,-0.3,0,-0.1,0.2,0.1,-0.2,0,0.4,-0.4,-0.2,-0.2,0,-0.2,-0.2,-0.3,0.2,0.3,-0.2,-0.2,-0.4,0.2,-0.2,-0.4,0,-0.4,-0.4,-0.2,0.4,0.2,-0.4,-0.1,-0.4,0.1,-0.4,-0.4,0.4,0.2,0,0.1,0.4,0.3,-0.4,0.1,0.2,0.3,0.2,0.3,0.4,0.3,0,0,0,-0.1,0,0.2,0.2,-0.1,-0.2,0,-0.2,-0.3,-0.4,-0.3,0.4,-0.1,0.4,0,5,5,18,,,,,,,,,,,,,,,,,,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,112.3850206999341,0.07904959993902594,[-0.19524286  0.19869958],[0.21399341 0.37960404],[-0.00552973 -0.44891281],[-0.38397609  0.21434953],[ 0.09419966 -0.02524839],[-0.01131356  0.19512754],[-0.30224057 -0.1674636 ],[-0.29008878 -0.02064786],[-0.10372815  0.19176762],[ 0.08425444 -0.15362995],[-0.00063046  0.35808815],[-0.41926912 -0.22776099],[-0.20911867  0.01049022],[-0.181337   -0.24265286],[-0.29125328  0.1825473 ],[ 0.29941448 -0.17835552],[-0.18966756 -0.44299704],[ 0.21239123 -0.17899382],[-0.39643264 -0.02389547],[-0.38585938 -0.41018733],[-0.21539612  0.37754669],[ 0.2157672  -0.43953702],[-0.11666575 -0.36504511],[ 0.11353232 -0.36920775],[-0.40250027  0.39051567],[0.20339808 0.0264294 ],[0.11928862 0.43110471],[ 0.29032492 -0.40278868],[0.09873135 0.23551132],[0.31075011 0.15865087],[0.30924693 0.35766028],[ 0.28308863 -0.0150219 ],[-0.00757167 -0.02001577],[-0.10597972  0.01906317],[0.18483762 0.15544907],[-0.0911071  -0.23026649],[-0.00942386 -0.19263174],[-0.31595967 -0.43292142],[-0.28353358  0.3795074 ],[-0.09203383  0.40106406],"[-0.2712962962962963, -0.20555555555555555]","[-0.05, 0.20185185185185187]","[1, 1]","[0, 0]","[0, 0]","[6.491220599971712, 16.076017900020815]",['polygon'],132.2854788999539,132.2854788999539,003,2023-03-14_13h51.30.235,foraging_expt_polygons_hard_B,2022.2.4,60.087198520949414,
12,0,-0.2,-0.1,0.2,0.2,0.2,-0.4,-0.2,0.3,-0.4,0.2,0,-0.1,-0.4,-0.4,0.4,-0.2,0,0,-0.4,-0.4,0.2,-0.1,0,0.1,0.2,-0.2,0.2,0,0.2,0,0.4,-0.3,0,0.3,0.4,-0.3,-0.4,0.1,-0.2,-0.2,-0.2,-0.2,-0.4,0.2,0.4,0.1,-0.4,0,0,-0.4,-0.4,0.3,-0.2,0.3,0.2,-0.3,-0.2,0.1,0.4,0.3,0,-0.3,0.2,0.1,0,-0.1,0.4,-0.4,0,0.2,-0.4,-0.3,0.4,0.2,-0.2,-0.1,-0.2,-0.2,0.4,0,6,6,11,,,,,,,,,,,,,,,,,,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,134.30494299996644,0.02412820002064109,[ 0.01270234 -0.22669915],[-0.08464642  0.21492364],[0.19105474 0.20225431],[-0.40702657 -0.21629975],[ 0.29020909 -0.38070075],[0.21792609 0.04147306],[-0.09474331 -0.38394039],[-0.38011012  0.42079374],[-0.18557735 -0.00827948],[ 0.01743917 -0.37948631],[-0.39377715  0.22084872],[-0.10375543 -0.00828289],[0.10674236 0.21776158],[-0.19278754  0.22537815],[-0.00455477  0.23292003],[-0.00703534  0.39857694],[-0.31986062 -0.01330343],[0.30784797 0.39832432],[-0.31831952 -0.40243213],[ 0.08258738 -0.23461199],[-0.21537066 -0.21224297],[-0.21959124 -0.39621323],[0.18486833 0.39087236],[ 0.11669104 -0.43781806],[ 0.0188317  -0.04372151],[-0.39952663 -0.43520046],[ 0.31823185 -0.2463004 ],[0.282338   0.16527646],[-0.30192159 -0.18125917],[0.09450061 0.38855105],[0.30706082 0.02328245],[-0.30990458  0.16652774],[0.11854047 0.0127836 ],[-0.10085044  0.4341946 ],[-0.41045208  0.02273897],[ 0.20469274 -0.40743142],[-0.28241712  0.3876896 ],[ 0.21110148 -0.21119514],[-0.10995657 -0.21227705],[-0.1841458   0.42657142],"[0.03611111111111111, 0.18333333333333332]","[-0.06666666666666667, 0.19722222222222222]","[1, 1]","[0, 0]","[0, 0]","[0.1185766999842599, 4.93582990008872]",['polygon_3'],154.2687247999711,154.2687247999711,003,2023-03-14_13h51.30.235,foraging_expt_polygons_hard_B,2022.2.4,60.087198520949414,
29,0.1,0.2,0.2,0,0.3,0.4,0.2,0.4,-0.4,0.4,0.3,-0.2,0.2,-0.2,0,-0.2,-0.4,-0.4,0.3,-0.4,-0.2,-0.2,-0.3,0.2,0,0.2,0.1,-0.4,0,-0.4,-0.1,0,-0.2,0,0.2,0.2,-0.3,-0.2,0.3,0,-0.4,0,-0.3,0.4,0.2,-0.4,-0.3,-0.4,0.1,0.4,-0.2,0.2,-0.1,0.4,-0.1,-0.2,-0.4,0.2,-0.1,-0.4,-0.1,0.2,-0.4,-0.2,0.3,0.2,-0.2,-0.4,0.1,0,0,0.4,-0.2,0.4,-0.3,0,0,0,0.1,-0.2,0,7,7,28,,,,,,,,,,,,,,,,,,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,156.35800199990626,0.06787939998321235,[0.08772302 0.18806917],[ 0.19392885 -0.02560361],[0.30674984 0.38239913],[0.19386449 0.40640887],[-0.39480702  0.35586294],[ 0.28312995 -0.18374854],[ 0.21547009 -0.21285994],[-0.01653314 -0.18357514],[-0.4180256  -0.38870761],[ 0.31346922 -0.36537421],[-0.21883083 -0.1881821 ],[-0.29693218  0.17944544],[0.01690243 0.22792622],[ 0.08680992 -0.37296372],[-0.0175978  -0.37820316],[-0.10547932 -0.03044879],[-0.21101177  0.01592584],[0.19097698 0.18181658],[-0.2936994  -0.24225214],[0.30453918 0.04342975],[-0.39847779  0.04466786],[-0.29525796  0.39312419],[ 0.21895499 -0.44292329],[-0.28537408 -0.43774379],[0.10273696 0.37404947],[-0.18026065  0.1553947 ],[-0.08568982  0.36851505],[-0.0857913  -0.16734201],[-0.40536793  0.23153408],[-0.08220712 -0.40901951],[-0.09577056  0.22750503],[-0.38908551 -0.19803549],[0.30686782 0.15950882],[-0.19003474 -0.44736681],[ 0.09874544 -0.0279648 ],[-0.00381523  0.44193406],[-0.19771219  0.43254693],[-0.29627084  0.00390938],[-0.0193629   0.03487135],[ 0.1088082  -0.17248886],"[0.175, -0.37962962962962965, 0.026851851851851852, 0.22037037037037038]","[-0.03518518518518519, 0.3611111111111111, 0.23148148148148148, -0.11666666666666667]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[1.2367152000078931, 7.845077199977823, 9.781728400033899, 17.8768190999981]","['polygon_5', 'polygon_13']",176.289463999914,176.289463999914,003,2023-03-14_13h51.30.235,foraging_expt_polygons_hard_B,2022.2.4,60.087198520949414,
