person,block,trial,id,found,class,x,y
1,2,2,27,27,1,0.12371493513420188,0.7121589799265481
1,1,2,28,28,0,0.45217835263442174,0.6011268033904635
1,2,2,28,28,1,0.2600082066278691,0.42476237203740685
1,1,2,29,29,1,0.32265134142473734,0.7109567640686587
1,2,2,29,29,1,0.24898982496091568,0.3340671617312778
1,1,2,30,30,1,0.3255945361106748,0.8037049911135882
1,2,2,30,30,1,0.14382467933667348,0.18827334242100613
1,1,2,31,31,1,0.2512224318991553,0.8335644462833359
1,2,2,31,31,1,0.3689874149559995,0.026655095819134417
1,1,2,32,32,1,0.13955594611792965,0.8337432381477288
1,2,2,32,32,1,0.3597789355222018,0.19644254105043785
1,1,2,33,33,1,0.04758549664726614,0.9128933035716219
1,2,2,33,33,1,0.3270136355706671,0.27077835773842424
1,1,2,34,34,0,0.0537102922079295,0.7331120539828639
1,2,2,34,34,1,0.42823204464835884,0.2078832331939813
1,1,2,35,35,0,0.026132227463439572,0.5336991490450931
1,2,2,35,35,1,0.4262578404501805,0.5325550975977078
1,1,2,36,36,1,0.5267476173604103,0.8261237950222836
1,2,2,36,36,1,0.543204295098782,0.09096201832752383
1,1,2,37,37,1,0.5632812362793951,0.7197153705922108
1,2,2,37,37,1,0.7711293203451773,0.05851480685139659
1,1,2,38,38,0,0.46606652018966105,0.9685783175860573
1,2,2,38,38,1,0.7437423210584148,0.3235381490596795
1,1,2,39,39,0,0.3302463145218656,0.9823833342160085
1,2,2,39,39,1,0.9449479639741061,0.5370428627044938
1,1,2,40,40,0,0.15274220623585139,0.9779273988985457
1,2,2,40,40,1,0.9813068810657817,0.4276375583803211
1,1,3,1,1,0,0.02164511116076201,0.06956343106449529
1,2,3,1,1,0,0.44261657029506357,0.024356643781872033
1,1,3,2,2,0,0.33255258597939924,0.022285587203454242
1,2,3,2,2,0,0.041892202180607414,0.09027396274256176
1,1,3,3,3,1,0.529943417087862,0.08669519242480635
1,2,3,3,3,0,0.04059541372658953,0.17924011315047042
1,1,3,4,4,1,0.6375406405435361,0.16837374157887564
1,2,3,4,4,0,0.06156233414587421,0.3268555290812618
1,1,3,5,5,1,0.7338418369811087,0.182959515451634
1,2,3,5,5,0,0.235608198149612,0.3099645005684067
1,1,3,6,6,1,0.7359514165981647,0.06664020903911447
1,2,3,6,6,0,0.6368623064044688,0.17207665202847533
1,1,3,7,7,0,0.9696461880130028,0.06375408871713831
1,2,3,7,7,0,0.8446786797025996,0.27817405911550286
1,1,3,8,8,1,0.8598419850325782,0.1780323592229552
1,2,3,8,8,0,0.5311947002202033,0.3538031445550326
1,1,3,9,9,0,0.8555089072987094,0.2918125381406494
1,2,3,9,9,0,0.14857621036024998,0.4397305725364575
1,1,3,10,10,0,0.7598595056272898,0.3071024504162818
1,2,3,10,10,0,0.1458328993390838,0.5699786567255278
1,1,3,11,11,0,0.9849079705086986,0.4159560901793317
1,2,3,11,11,0,0.011251628034402392,0.8530747003503416
1,1,3,12,12,1,0.886654235687174,0.4540968537479413
1,2,3,12,12,0,0.06107984128424433,0.9121435910333922
1,1,3,13,13,0,0.7589197418069755,0.4639042665454767
1,2,3,13,13,0,0.42018944774999384,0.689738383710991
1,1,3,14,14,0,0.7563528434996422,0.5197142436431981
1,2,3,14,14,0,0.37002760793324146,0.5983170351609839
1,1,3,15,15,1,0.6724923650125287,0.4466276351105362
1,2,3,15,15,0,0.6485293122466852,0.771942116984178
1,1,3,16,16,1,0.4566913460429324,0.28345152248189215
1,2,3,16,16,0,0.7781846533144319,0.7764417698925802
1,1,3,17,17,0,0.5785552421078655,0.3059767701366607
1,2,3,17,17,0,0.8432634623852634,0.6603593568844808
1,1,3,18,18,0,0.3390199609603326,0.27720020873587825
1,2,3,18,18,0,0.7354007063803689,0.64954224451017
1,1,3,19,19,0,0.21634219951221623,0.22001316535948648
1,2,3,19,19,0,0.8841128656825216,0.9777234855754072
1,1,3,20,20,1,0.21681195657392344,0.3409614572172102
1,2,3,20,20,0,0.576181139569146,0.951024422779793
1,1,3,21,21,1,0.33112489236181614,0.39489173734506683
1,2,3,21,21,1,0.7559354713433326,0.27264678050103347
1,1,3,22,22,0,0.23768852122960601,0.5439843276016776
1,2,3,22,22,1,0.7387710792030123,0.17731953253115454
1,1,3,23,23,1,0.2244935689814375,0.7039461249658301
1,2,3,23,23,1,0.8682809646126439,0.22415609602278827
1,1,3,24,24,1,0.139281879746039,0.6821912490047131
1,2,3,24,24,1,0.9666528143280919,0.1656049511331266
1,1,3,25,25,1,0.16017250540915573,0.5865572696457162
1,2,3,25,25,1,0.6481018793920073,0.02890739288189214
1,1,3,26,26,1,0.06286948956403719,0.672962358871856
1,2,3,26,26,1,0.46463625997110364,0.21157432644524599
1,1,3,27,27,0,0.01647231063006134,0.564610234593714
1,2,3,27,27,1,0.31806041523629197,0.02708821246467784
1,1,3,28,28,1,0.03654322154350513,0.821613255260636
1,2,3,28,28,1,0.2573497803747077,0.04630391736279204
1,1,3,29,29,0,0.06703906702827937,0.928618653580639
1,2,3,29,29,1,0.13942298150695728,0.2270335287432707
1,1,3,30,30,0,0.21635751057952365,0.9749911237749703
1,2,3,30,30,1,0.35149276593568424,0.3129469567790282
1,1,3,31,31,0,0.2237683562375851,0.8531706389415009
1,2,3,31,31,1,0.4612075015542581,0.40737539644078213
1,1,3,32,32,1,0.340680907715859,0.7075459813776006
1,2,3,32,32,1,0.7401570726172336,0.45727073908355986
1,1,3,33,33,1,0.4663748525379899,0.5478123204520834
1,2,3,33,33,1,0.7568565030878167,0.5623825955536456
1,1,3,34,34,0,0.5229604290366624,0.5520782345809587
1,2,3,34,34,1,0.9578293958456846,0.39158089407118074
1,1,3,35,35,1,0.4504225352353805,0.7173628546215379
1,2,3,35,35,1,0.5545751929517246,0.6460260290577378
1,1,3,36,36,1,0.5353780598699911,0.7190508723340336
1,2,3,36,36,1,0.5430201002472979,0.8309084685140737
1,1,3,37,37,0,0.660436986879492,0.729185778622546
1,2,3,37,37,1,0.9406647902944847,0.9791608234997978
1,1,3,38,38,1,0.6547768378648096,0.8356198080669668
1,2,3,38,38,1,0.26598899298071466,0.8462397991502985
1,1,3,39,39,0,0.5777781900821097,0.8415516635002072
1,2,3,39,39,1,0.34652822644189357,0.7116829095724955
1,1,3,40,40,0,0.6681082876715045,0.9690455676716077
1,2,3,40,40,1,0.02046107214837567,0.7173567722044143
1,1,4,1,1,1,0.1345864736938895,0.06231609883085788
1,2,4,1,1,1,0.11808411112423593,0.14560868341844788
1,1,4,2,2,1,0.139215299682492,0.18202308273071519
1,2,4,2,2,1,0.03384877290106238,0.041367591637567355
1,1,4,3,3,0,0.01954286648859567,0.1461183616463012
1,2,4,3,3,1,0.2529364276334824,0.016190785736555684
1,1,4,4,4,1,0.012960635659922504,0.33928019580460567
1,2,4,4,4,1,0.4483237402753659,0.024035918216092175
1,1,4,5,5,1,0.03985450411785157,0.44995013961717556
1,2,4,5,5,1,0.5483569795140655,0.07823328338731347
1,1,4,6,6,0,0.014552333667055824,0.5872449219042425
1,2,4,6,6,1,0.8830342067723357,0.06303185723713427
1,1,4,7,7,0,0.06749708518495093,0.7232766298872243
1,2,4,7,7,1,0.8858811275943352,0.6957099152683092
1,1,4,8,8,0,0.06433992782502512,0.8041107350817726
1,2,4,8,8,1,0.8674443262398954,0.9329396698374319
1,1,4,9,9,1,0.15428852478529115,0.9046475252180799
1,2,4,9,9,1,0.9789879545099387,0.977677007220157
1,1,4,10,10,1,0.11434681414980104,0.6549970992458137
1,2,4,10,10,1,0.6617299894693649,0.8050805131099015
1,1,4,11,11,1,0.16941266048657166,0.6017652645808086
1,2,4,11,11,1,0.5428923198924817,0.6824543168247622
1,1,4,12,12,1,0.3443929947739747,0.47141084306858755
1,2,4,12,12,1,0.5583216681937769,0.552010024927629
1,1,4,13,13,0,0.3386755257485934,0.3337368215155274
1,2,4,13,13,1,0.5320421808106313,0.45599262651638683
1,1,4,14,14,0,0.26503156762873226,0.27292471420222203
1,2,4,14,14,1,0.47527515693182854,0.35370683505737
1,1,4,15,15,0,0.24413594566455932,0.4543479032535714
1,2,4,15,15,1,0.3710639768395179,0.43305759865162147
1,1,4,16,16,0,0.1495093544816957,0.41468769500951835
1,2,4,16,16,1,0.33189573310290577,0.5493571272549721
1,1,4,17,17,0,0.3383208907729607,0.17204509013476954
1,2,4,17,17,1,0.42414008160445366,0.726273352548705
1,1,4,18,18,1,0.4304379257144361,0.3941339816131439
1,2,4,18,18,1,0.32276703075089336,0.9461376444761382
1,1,4,19,19,1,0.5776505831510502,0.35143622389230206
1,2,4,19,19,1,0.15716584706766634,0.5826749000361878
1,1,4,20,20,0,0.5442439311100609,0.1722660839668695
1,2,4,20,20,1,0.11875928014795481,0.40985047843104183
1,1,4,21,21,1,0.7494265854812932,0.05838678486380276
1,2,4,21,21,0,0.24347976552153397,0.20542116677026456
1,1,4,22,22,0,0.9350641425609285,0.27612421664009396
1,2,4,22,22,0,0.3490492397133752,0.3439563686488199
1,1,4,23,23,0,0.8806910909061672,0.34375684122459355
1,2,4,23,23,0,0.677171439191279,0.06533771347316214
1,1,4,24,24,1,0.8408175971486013,0.40424449568685206
1,2,4,24,24,0,0.45738218477331727,0.222629873137912
1,1,4,25,25,1,0.7782054756993311,0.40658506563284535
1,2,4,25,25,0,0.8798595214889171,0.41111514527426524
1,1,4,26,26,0,0.6682290937097185,0.39657626203222013
1,2,4,26,26,0,0.9369218540505623,0.4413698841086174
1,1,4,27,27,1,0.572943976184346,0.4711503585314663
1,2,4,27,27,0,0.9493909816150979,0.5886853135520006
1,1,4,28,28,0,0.6477436772782044,0.5547817802832163
1,2,4,28,28,0,0.957380671515164,0.6603145239067342
1,1,4,29,29,0,0.9852239465753703,0.4709014428617484
1,2,4,29,29,0,0.9458619090598964,0.8058775174984534
1,1,4,30,30,1,0.9467966791440822,0.8099318912962727
1,2,4,30,30,0,0.6796677889375208,0.6825119762218234
1,1,4,31,31,1,0.9438697746208665,0.9531000482901978
1,2,4,31,31,0,0.6754233875260175,0.570237813851525
1,1,4,32,32,0,0.8313978493483697,0.9833945264219855
1,2,4,32,32,0,0.7485689372744001,0.5271309560856958
1,1,4,33,33,1,0.8833948593481582,0.8023720522362682
1,2,4,33,33,0,0.6581583363249602,0.4368781204700987
1,1,4,34,34,1,0.7846265890127045,0.6857438987445389
1,2,4,34,34,0,0.66968034640557,0.31299498288740574
1,1,4,35,35,1,0.7578895199678538,0.9634387221842592
1,2,4,35,35,0,0.4673911132921338,0.4470917311551697
1,1,4,36,36,0,0.6384663118489208,0.838568527347474
1,2,4,36,36,0,0.2244045002396887,0.43994205337475784
1,1,4,37,37,0,0.5222517333094975,0.8558535762008767
1,2,4,37,37,0,0.22902024681922067,0.5900890971648317
1,1,4,38,38,0,0.5488756022254827,0.6655865176665756
1,2,4,38,38,0,0.2248579369344301,0.7900897247708594
1,1,4,39,39,0,0.33539312136900085,0.7353952624751471
1,2,4,39,39,0,0.13047478380944727,0.8569195753829427
1,1,4,40,40,1,0.4392119833257159,0.9885176092479289
1,2,4,40,40,0,0.7428352429204864,0.8195336016398737
1,1,5,1,1,1,0.551681743245603,0.08733178917729403
1,2,5,1,1,0,0.027349964318846808,0.03850566288829478
1,1,5,2,2,0,0.4721829654764007,0.08656860177063175
1,2,5,2,2,0,0.14967838226691135,0.17576899405821605
1,1,5,3,3,0,0.5521794435171431,0.18149135298323363
1,2,5,3,3,0,0.2611263371008636,0.16456962632132488
1,1,5,4,4,1,0.4760428211117744,0.21714981679760084
1,2,5,4,4,0,0.3511564051895332,0.06044551599971999
1,1,5,5,5,0,0.5232320031656802,0.28014531096627815
1,2,5,5,5,0,0.8571183408158619,0.20351991374355094
1,1,5,6,6,1,0.6749695260350079,0.2878414461265996
1,2,5,6,6,0,0.4598942418752995,0.28490807670910057
1,1,5,7,7,1,0.7544321347750598,0.14676313081751066
1,2,5,7,7,0,0.5657992601819921,0.47967205041717925
1,1,5,8,8,1,0.7716169788175439,0.03589750845720575
1,2,5,8,8,0,0.6629415694953353,0.4580032046073061
1,1,5,9,9,1,0.6596361183380915,0.06626082135004209
1,2,5,9,9,0,0.9413531317306909,0.42383763733901614
1,1,5,10,10,0,0.2421951847823248,0.03804434460443965
1,2,5,10,10,0,0.9785078564176263,0.7185987220587321
1,1,5,11,11,1,0.23998122162125635,0.20965688808159788
1,2,5,11,11,0,0.9644139302395192,0.9131632776404671
1,1,5,12,12,0,0.3469942244357992,0.1586118418036283
1,2,5,12,12,0,0.5432304721875302,0.9114682937340655
1,1,5,13,13,0,0.03134340412333139,0.08823876398338505
1,2,5,13,13,0,0.4541477302687019,0.9008044546807995
1,1,5,14,14,1,0.05411892394120148,0.42478820374113674
1,2,5,14,14,0,0.15215889708338112,0.8996165480539492
1,1,5,15,15,0,0.05178839801383919,0.5565856401758047
1,2,5,15,15,0,0.12464620351346356,0.7232098701398643
1,1,5,16,16,0,0.14120269953454193,0.6605389964202756
1,2,5,16,16,0,0.04242459853834053,0.5389677560840024
1,1,5,17,17,1,0.1360628715976003,0.5807050594599887
1,2,5,17,17,0,0.230299666305114,0.46567199187160857
1,1,5,18,18,1,0.16817014508302147,0.47917286994328523
1,2,5,18,18,0,0.270353319494176,0.6937098734915513
1,1,5,19,19,0,0.053178203080719764,0.816555481639313
1,2,5,19,19,0,0.47396398017455516,0.551957770463467
1,1,5,20,20,0,0.05344597031662639,0.9443223317869053
1,2,5,20,20,0,0.5360419598044522,0.6050944142482444
1,1,5,21,21,1,0.12449843616606424,0.9289197765601537
1,2,5,21,21,1,0.031237013543578503,0.16897127655929362
1,1,5,22,22,0,0.16957996213549786,0.805742500447266
1,2,5,22,22,1,0.06725643566290003,0.26421469874858794
1,1,5,23,23,0,0.25548904772258413,0.7932159626071432
1,2,5,23,23,1,0.14655231686434206,0.5414392198708275
1,1,5,24,24,1,0.25197949005612486,0.9593389188958763
1,2,5,24,24,1,0.3421110063175318,0.5802433259761549
1,1,5,25,25,1,0.3172137416641808,0.732031553281901
1,2,5,25,25,1,0.3753878978222619,0.43816699815856436
1,1,5,26,26,0,0.35168480275199193,0.5642771233908505
1,2,5,26,26,1,0.8668562068052449,0.05509098982006461
1,1,5,27,27,1,0.43203716188980346,0.7347514092573233
1,2,5,27,27,1,0.9883511316316803,0.03507362405404854
1,1,5,28,28,1,0.4584433541858001,0.7872480261333166
1,2,5,28,28,1,0.9852399167913568,0.294325428408407
1,1,5,29,29,0,0.556185587665186,0.55230462247373
1,2,5,29,29,1,0.8362377297412659,0.4252996020291675
1,1,5,30,30,0,0.7500357285511519,0.6066297364568561
1,2,5,30,30,1,0.7629839665020036,0.6913956032546191
1,1,5,31,31,0,0.9344197914405239,0.2189305196400507
1,2,5,31,31,1,0.8381069302741938,0.6869847448007704
1,1,5,32,32,0,0.9409394334176082,0.32083320874321636
1,2,5,32,32,1,0.8773548723431893,0.784011915860323
1,1,5,33,33,0,0.8804523601901779,0.32628451599297165
1,2,5,33,33,1,0.9625390306123621,0.8142919251711648
1,1,5,34,34,1,0.8470224233225256,0.4175457999670046
1,2,5,34,34,1,0.868273834641779,0.9662185626939945
1,1,5,35,35,1,0.8851080730998357,0.5221604542240827
1,2,5,35,35,1,0.7655664578567074,0.8289093978964729
1,1,5,36,36,1,0.9700475462410008,0.6527886787032887
1,2,5,36,36,1,0.6408345483073675,0.9776957551680268
1,1,5,37,37,1,0.9319091781226708,0.9144309493895951
1,2,5,37,37,1,0.6489362797067485,0.7906037211780581
1,1,5,38,38,0,0.8552648652067117,0.9397341413399456
1,2,5,38,38,1,0.5576327944116126,0.7832048358226338
1,1,5,39,39,1,0.8330877979655688,0.8415135706152808
1,2,5,39,39,1,0.34787210940084223,0.9684260511850996
1,1,5,40,40,0,0.6392649843179038,0.947688904732302
1,2,5,40,40,1,0.12665987061201633,0.7861832741800315
2,1,1,1,1,0,0.010218422638233941,0.05695913540037014
2,2,1,1,1,0,0.11715127789880736,0.03659359991435328
2,1,1,2,2,1,0.1157756849737338,0.08125015782474151
2,2,1,2,2,0,0.05373032023872204,0.2082934701254124
2,1,1,3,3,0,0.24149239893689403,0.08612819566816063
2,2,1,3,3,1,0.16677669080917393,0.31588466107238455
2,1,1,4,4,1,0.4518654432206885,0.0886412285576091
2,2,1,4,4,0,0.4496576033045038,0.14139775105591845
2,1,1,5,5,1,0.4402673202252331,0.14978993827066064
2,2,1,5,5,0,0.5341326660376717,0.045342061307646064
2,1,1,6,6,1,0.6442297864623399,0.051583905492246646
2,2,1,6,6,1,0.5314293829099981,0.22082395544340833
2,1,1,7,7,1,0.7717824561945673,0.013540909052109773
2,2,1,7,7,1,0.5706218165165126,0.2851423360437177
2,1,1,8,8,1,0.945455339371883,0.013274230249444297
2,2,1,8,8,0,0.6803534102029474,0.30786046044133725
2,1,1,9,9,0,0.9434502509068982,0.20032147521684754
2,2,1,9,9,1,0.8486606218680341,0.3139509265821451
2,1,1,10,10,0,0.6807651893001082,0.21503632460363123
2,2,1,10,10,0,0.9559307789207323,0.19898564867608387
2,1,1,11,11,1,0.5525353550834037,0.18611068057472357
2,2,1,11,11,1,0.8681477797600887,0.016324333416702485
2,1,1,12,12,1,0.6343380021991425,0.35440512955302345
2,2,1,12,12,1,0.6695710999661122,0.47120014612808503
2,1,1,13,13,1,0.43746104477667713,0.331346543200969
2,2,1,13,13,1,0.759348639508135,0.5443147387421488
2,1,1,14,14,1,0.35362641474456996,0.3023198721061454
2,2,1,14,14,1,0.8433260507474594,0.517914362694114
2,1,1,15,15,0,0.1610038707399435,0.22115865039103064
2,2,1,15,15,1,0.9825257082067206,0.8408178865266298
2,1,1,16,16,0,0.010999202721835365,0.30415312152612406
2,2,1,16,16,0,0.7783039712252053,0.9416302382256286
2,1,1,17,17,1,0.05308097886082301,0.3993065374855509
2,2,1,17,17,0,0.6551244902785508,0.9715116527966822
2,1,1,18,18,0,0.13826587397959972,0.4722744542944242
2,2,1,18,18,0,0.5467319368583883,0.9563214823074563
2,1,1,19,19,0,0.25491956689461354,0.44183227184817964
2,2,1,19,19,0,0.42612906756927443,0.9578877829373607
2,1,1,20,20,0,0.36979827882672367,0.42824848787635517
2,2,1,20,20,1,0.5593981872151225,0.8504471858018232
2,1,1,21,21,0,0.7730864626987478,0.4682294213727492
2,2,1,21,21,1,0.6347009839768181,0.8067136973049137
2,1,1,22,22,0,0.7843389302790345,0.5728838187372747
2,2,1,22,22,1,0.5240576869242108,0.6722969882140876
2,1,1,23,23,1,0.6514494601417161,0.5430005589294221
2,2,1,23,23,1,0.46733044641988203,0.6724377463529227
2,1,1,24,24,0,0.8803063218589849,0.6984177119828264
2,2,1,24,24,1,0.5367958243753042,0.5928358310634269
2,1,1,25,25,1,0.8636349565154189,0.7836880769198298
2,2,1,25,25,0,0.549350506838534,0.46351942071981966
2,1,1,26,26,1,0.7278021479082614,0.6569754119091036
2,2,1,26,26,0,0.4296101841047109,0.46820872980559214
2,1,1,27,27,0,0.6632595292585828,0.6871935930660235
2,2,1,27,27,0,0.3631214969780977,0.34914269182110597
2,1,1,28,28,1,0.5336010126331705,0.734132945528368
2,2,1,28,28,1,0.0670670883280304,0.42539257249303114
2,1,1,29,29,1,0.44367221120931954,0.7120836559875391
2,2,1,29,29,1,0.25306116076067653,0.5520108664946222
2,1,1,30,30,0,0.46651721749375247,0.5941414502152695
2,2,1,30,30,1,0.347754055692353,0.461606834094284
2,1,1,31,31,1,0.23876508859900847,0.655181806638966
2,2,1,31,31,1,0.2714029025796598,0.6494400272869814
2,1,1,32,32,0,0.029588845825404976,0.6938774316426853
2,2,1,32,32,0,0.14304493342211907,0.5933630907928025
2,1,1,33,33,0,0.049327881894641164,0.7891291137379793
2,2,1,33,33,0,0.054820433026588636,0.547158525470272
2,1,1,34,34,0,0.12651466573650536,0.9426606013787319
2,2,1,34,34,0,0.017522122151785408,0.6818123810719839
2,1,1,35,35,1,0.2375958105118968,0.9119342830415579
2,2,1,35,35,0,0.1387924643264935,0.7327200075370373
2,1,1,36,36,0,0.5553273367954894,0.9064976722504448
2,2,1,36,36,0,0.029965131835562084,0.99
2,1,1,37,37,0,0.6514855976395614,0.947171672380133
2,2,1,37,37,0,0.12330134831201033,0.9528882167610103
2,1,1,38,38,1,0.7694815736909147,0.9382913014923195
